sample-name,FUS NF1 PIM1 HRAS TIAM1 MEN1 MCF2 ALK TSC2 RARA SMAD4 ETS1 RAF1 AFF4 SRC BCL6 MYB APC LMO1 PAX5 KIT ROS1 RET SMAD2 WRN JUN AXL TAL2 NFKB2 FES BCR CSF1R CBFA2T2 SET NPM1 VHL NRAS MDM2 DCC MYC MYH11 BRCA1 RB1 LYL1 MAS1 BCL3 BRCA2 ERG TAL1 PTEN CDKN2A NOTCH1 EPS15 WT1 ERBB2 REL FGF3 LCK IL3 CBFB PBX1 TP53 BCL2 AKT2 PML EGFR LMO2 SKI NF2 DEK ABL1 KRAS RUNX1 ATM TP53 SRC APC FBXW7 EGFR ALK DDR2 CTNNB1 KRAS TERT AURKA HNF1A VHL PTPN11 PTEN ESR1 BRAF GNA11 KIT RHOA RET KDR FGFR1 GNAS FOXL2 SMAD4 PDGFRA SMARCB1 SMO IDH1 ERBB4 ERBB3 ROS1 FGFR2 MET IDH2 NRAS RB1 MLH1 STK11 CDH1 FGFR3 GNAQ HRAS CDK4 MAP2K1 H3F3A AKT1 PIK3R1 NOTCH1 CDKN2A ATM TP53 SRC APC FBXW7 EGFR ALK DDR2 CTNNB1 KRAS TERT AURKA HNF1A VHL PTPN11 PTEN ESR1 BRAF GNA11 KIT RHOA RET KDR FGFR1 GNAS FOXL2 SMAD4 PDGFRA SMARCB1 SMO IDH1 ERBB4 ERBB3 ROS1 FGFR2 MET IDH2 NRAS RB1 MLH1 STK11 CDH1 FGFR3 GNAQ HRAS CDK4 MAP2K1 H3F3A AKT1 PIK3R1 NOTCH1 CDKN2A
Nextera-Twist-0720ME25,44.9141268992 44.9373040259 44.3836419947 45.560815434 44.4842812492 43.232072054 45.0397665562 43.8049160171 44.2370975651 44.8179816425 45.5271882731 44.4796891856 45.0536295093 44.1998055997 44.7778278709 44.4325119482 45.0942325253 43.3933553389 44.867788664 44.6622741015 44.7319352796 44.7906508327 44.277484128 45.9453283861 45.2570010987 43.4730066518 44.7613786633 43.0622510649 44.3954636932 44.72211748 44.8698420661 44.6489500635 45.6615332517 45.7972263568 45.4434562249 44.2346284662 45.0368111157 44.6837252099 45.2006664079 42.8536902827 44.7312665593 43.9193390943 44.9358639701 44.3477854152 43.2997724279 45.6852350643 43.4644688885 44.6510029935 43.7128601923 45.6126456408 43.6748932643 43.8790922867 45.3333292083 44.4350298228 44.9245981663 44.1930810954 45.7563102597 43.8693923811 44.9910083663 45.328592337 44.9820667177 44.5306067991 43.4101789307 44.7424050524 42.9827839122 44.6361789289 45.178029091 44.1258155331 45.292986738 45.3195820988 43.6817995613 47.2211749085 45.5120754035 44.8695756987 44.5306067991 44.7778278709 43.3933553389 45.0636561397 44.6361789289 43.8049160171 44.287141296 44.9210564801 47.2211749085 44.2163395873 44.840523073 42.8506894825 44.2346284662 44.9517364727 45.6126456408 44.0237306793 45.5592980004 44.0931659702 44.7319352796 46.7171594496 44.277484128 45.1864169628 44.5400056689 43.7023052314 45.5443062675 45.5271882731 44.4566130847 45.332373 45.1338982003 44.6177741188 45.5437591921 44.388172616 44.7906508327 45.2819894205 44.2812854314 45.0066873813 45.0368111157 44.9358639701 44.5840542951 43.8095288013 45.1263975662 44.1703009151 44.5077819249 45.560815434 44.054183307 44.6907039798 44.3662724365 44.2515932956 44.3299999816 43.8790922867 43.6748932643 44.8695756987 44.5306067991 44.7778278709 43.3933553389 45.0636561397 44.6361789289 43.8049160171 44.287141296 44.9210564801 47.2211749085 44.2163395873 44.840523073 42.8506894825 44.2346284662 44.9517364727 45.6126456408 44.0237306793 45.5592980004 44.0931659702 44.7319352796 46.7171594496 44.277484128 45.1864169628 44.5400056689 43.7023052314 45.5443062675 45.5271882731 44.4566130847 45.332373 45.1338982003 44.6177741188 45.5437591921 44.388172616 44.7906508327 45.2819894205 44.2812854314 45.0066873813 45.0368111157 44.9358639701 44.5840542951 43.8095288013 45.1263975662 44.1703009151 44.5077819249 45.560815434 44.054183307 44.6907039798 44.3662724365 44.2515932956 44.3299999816 43.8790922867 43.6748932643
Nextera-Twist-110465,45.8446304919 45.6818857659 45.0081315247 46.2252781417 44.8708651887 44.5384133956 45.7520496634 44.8190741931 45.3342107238 46.1023331531 45.3792205827 46.1291271099 46.055129066 45.2250979213 45.6165411625 44.6911439044 45.7480197588 44.0224850465 46.1366247436 45.3053708864 46.0602014676 45.3240780733 45.1991203039 45.5109921438 46.4665308138 44.3001679951 45.9203826578 44.588376984 44.8915271061 44.9487730861 45.5924664065 45.1079156651 46.4917437791 46.0031285433 46.0110797554 45.5771364524 46.5245599474 45.8981751855 45.911189311 43.7183820086 45.2859697863 44.5102811972 46.2261907206 45.1071341965 43.4968542807 47.1341284781 43.9418778522 45.5944287669 44.515335961 46.2468840924 44.0447532496 44.5884968133 46.065031745 46.0440934604 45.1934015222 45.0587547925 45.6382889547 43.8485140583 46.9651991887 47.0994272588 45.3311538687 45.3395921865 44.6156416796 44.9615572513 44.0371919154 45.4608071742 47.4600673148 44.9408531772 45.7318752687 45.7873183414 44.9513644302 46.2477115959 44.9179783327 45.8094340149 45.3395921865 45.6165411625 44.0224850465 45.3712379596 45.4608071742 44.8190741931 44.890253147 45.4600248587 46.2477115959 45.0783454641 45.5419763244 43.0541148627 45.5771364524 45.8626277469 46.2468840924 45.3392750963 45.9207359827 44.5230893065 46.0602014676 46.0245137 45.1991203039 46.0927316462 44.5092883011 44.2501582196 45.2646229293 45.3792205827 45.8685835795 45.8038193497 45.2321048208 45.6951045838 45.7592299154 45.3949984185 45.3240780733 45.8416577887 45.2156914871 45.7966069562 46.5245599474 46.2261907206 46.2028773494 45.2321057436 44.9960336334 45.0995019091 45.3757180117 46.2252781417 45.3072014286 45.4331987339 44.2725735466 45.2619296717 45.5104712279 44.5884968133 44.0447532496 45.8094340149 45.3395921865 45.6165411625 44.0224850465 45.3712379596 45.4608071742 44.8190741931 44.890253147 45.4600248587 46.2477115959 45.0783454641 45.5419763244 43.0541148627 45.5771364524 45.8626277469 46.2468840924 45.3392750963 45.9207359827 44.5230893065 46.0602014676 46.0245137 45.1991203039 46.0927316462 44.5092883011 44.2501582196 45.2646229293 45.3792205827 45.8685835795 45.8038193497 45.2321048208 45.6951045838 45.7592299154 45.3949984185 45.3240780733 45.8416577887 45.2156914871 45.7966069562 46.5245599474 46.2261907206 46.2028773494 45.2321057436 44.9960336334 45.0995019091 45.3757180117 46.2252781417 45.3072014286 45.4331987339 44.2725735466 45.2619296717 45.5104712279 44.5884968133 44.0447532496
Nextera-Twist-1501199,44.0292736301 44.1710541954 43.6312321431 43.1768816034 43.3987306889 43.3682427709 44.7259625762 43.3631799334 43.357586963 42.9948954635 44.1491645608 43.8378656146 44.2655687049 42.9356824432 44.3155191667 42.9211760945 44.1329963606 42.9514741951 43.8222744071 43.839739896 43.3504925858 44.1742956326 43.5318427106 44.1289628744 44.1342761821 41.6107038433 43.8887904677 43.0104435832 43.1993388905 43.1190959744 43.390904443 43.6420700851 44.4663013004 43.5465641032 43.8571148139 42.4876934365 45.1324621957 42.8577832833 43.8625652982 41.1939072327 43.7805644639 43.1247171867 43.6312274229 44.3166142529 41.7169987709 43.8538294159 42.3525212401 42.8801741748 43.03981678 44.0233718834 43.3028368086 42.6388824229 44.161806358 43.9389473307 42.8449856285 42.9767727036 42.8880377692 41.9680394828 42.965550034 44.8614081943 43.0348691911 44.1090704531 43.424672767 43.3903898853 42.4740556723 43.5576111352 45.6621264663 43.4585304784 44.4854260027 43.5379260417 43.0272718112 44.3265294404 43.1150555104 44.1629853006 44.1090704531 44.3155191667 42.9514741951 44.214807759 43.5576111352 43.3631799334 43.1431637446 43.1226044257 44.3265294404 42.8098366694 43.2270019257 41.5735680888 42.4876934365 44.4595199938 44.0233718834 44.079211458 43.4850879893 43.5764427086 43.3504925858 43.5185708977 43.5318427106 43.8002869847 42.9938129389 42.7199724166 42.9769489086 44.1491645608 43.5568547828 43.909032234 44.2753632235 44.5499758471 43.780611184 43.2505491405 44.1742956326 44.0673763249 43.2761665983 44.0064130286 45.1324621957 43.6312274229 43.8971941922 44.1138200671 43.8611150819 43.3526885642 43.1446596189 43.1768816034 43.9027777882 44.2811183326 43.6988645517 44.5064420034 43.5003657997 42.6388824229 43.3028368086 44.1629853006 44.1090704531 44.3155191667 42.9514741951 44.214807759 43.5576111352 43.3631799334 43.1431637446 43.1226044257 44.3265294404 42.8098366694 43.2270019257 41.5735680888 42.4876934365 44.4595199938 44.0233718834 44.079211458 43.4850879893 43.5764427086 43.3504925858 43.5185708977 43.5318427106 43.8002869847 42.9938129389 42.7199724166 42.9769489086 44.1491645608 43.5568547828 43.909032234 44.2753632235 44.5499758471 43.780611184 43.2505491405 44.1742956326 44.0673763249 43.2761665983 44.0064130286 45.1324621957 43.6312274229 43.8971941922 44.1138200671 43.8611150819 43.3526885642 43.1446596189 43.1768816034 43.9027777882 44.2811183326 43.6988645517 44.5064420034 43.5003657997 42.6388824229 43.3028368086
Nextera-Twist-GIAB,44.9827661349 45.0055005605 44.0614538527 45.1065869931 44.3343488449 43.828594101 45.3184073834 44.6250064473 44.5772182242 44.089077249 45.3628237679 44.3773749611 44.9350466378 44.1603535939 44.6378662271 44.3882343879 44.5543376515 43.389799794 45.1171269547 44.5299864248 44.5368165521 44.7676481683 43.8903974146 45.0001572408 44.8458218756 43.0367371491 44.8621296626 45.1456680585 44.0896737173 44.0839545736 44.5718446791 44.5408648394 45.5868791388 45.2814156315 44.9246750862 44.5205693935 46.4372926404 44.7381769089 44.6654262228 43.4495301255 44.5683703895 43.8206565511 45.0082644307 44.4645315009 42.7177534145 46.085925658 43.6065434239 44.6460290029 43.8734492046 45.38650698 43.9784444183 43.9173142141 45.222726549 45.9172629982 44.3237282887 43.4172580855 44.0707874838 43.0413784568 44.4881654562 47.1361170494 44.585769035 44.5928392298 43.9144609545 44.0864897811 43.3754600948 44.8644659298 44.8699238638 44.2980739252 44.6718560327 45.5566413217 43.7519382337 45.5072703048 44.5402216366 45.0585572219 44.5928392298 44.6378662271 43.389799794 44.6361487438 44.8644659298 44.6250064473 44.9439878665 44.8338766088 45.5072703048 43.6509367143 44.8328562271 42.3999401824 44.5205693935 45.8791964209 45.38650698 44.9385258002 45.2628945212 44.0380579066 44.5368165521 42.3493857542 43.8903974146 45.2417638011 44.5719908213 43.7120533473 44.7432069816 45.3628237679 44.684043471 44.9688027538 44.3204404748 45.3265903053 44.8075915622 44.3975236298 44.7676481683 44.7930952212 44.6901022404 45.1607291706 46.4372926404 45.0082644307 44.9874726724 44.3250827137 45.2725745797 43.9797935989 44.8165198532 45.1065869931 44.2289924411 44.6276184747 45.9037231292 45.0339879636 44.7016453354 43.9173142141 43.9784444183 45.0585572219 44.5928392298 44.6378662271 43.389799794 44.6361487438 44.8644659298 44.6250064473 44.9439878665 44.8338766088 45.5072703048 43.6509367143 44.8328562271 42.3999401824 44.5205693935 45.8791964209 45.38650698 44.9385258002 45.2628945212 44.0380579066 44.5368165521 42.3493857542 43.8903974146 45.2417638011 44.5719908213 43.7120533473 44.7432069816 45.3628237679 44.684043471 44.9688027538 44.3204404748 45.3265903053 44.8075915622 44.3975236298 44.7676481683 44.7930952212 44.6901022404 45.1607291706 46.4372926404 45.0082644307 44.9874726724 44.3250827137 45.2725745797 43.9797935989 44.8165198532 45.1065869931 44.2289924411 44.6276184747 45.9037231292 45.0339879636 44.7016453354 43.9173142141 43.9784444183
NexteraCap-Agilent-0720ME25,42.1891395405 42.3219931167 44.354800645 42.7610077747 42.2793387849 42.2630544779 42.559356994 42.3507622679 42.4546066148 42.6314386511 41.6258197305 42.1848889017 42.2907723875 42.3753065721 42.705230927 41.1268502881 41.65368412 41.1222030065 44.895634125 42.4713736475 42.2106600725 42.0374053151 42.9670656141 42.4574186824 42.5690951638 44.8529611546 43.3756815248 40.9724867035 41.2414413045 41.7519187859 42.773855318 42.0272152437 43.024944433 42.3509273099 41.3224581937 48.2091636161 43.3016605222 41.9279701344 42.6992777311 41.0512566356 42.0405970858 41.1071956982 42.565312134 44.5297719997 40.3226986605 45.8965319004 41.3175126767 41.1065365734 43.6957290234 42.3971125326 47.1809874799 43.9367597197 42.792942292 43.7459307116 41.7464782001 42.2451288194 45.4081689855 41.7536172323 42.641682992 48.3951221157 42.1506921923 42.0044865354 41.9254167822 42.5002898062 42.0752732851 42.7220686878 48.6851638754 44.1013330391 42.5488322027 43.0565715069 41.8923324316 42.5766838191 47.7369790234 42.4918399052 42.0044865354 42.705230927 41.1222030065 42.2811740332 42.7220686878 42.3507622679 41.7805805149 41.3228913067 42.5766838191 45.5245663768 41.293471431 41.4532100858 48.2091636161 41.4296083128 42.3971125326 43.1385796782 42.1742807162 43.9379202721 42.2106600725 41.7304413929 42.9670656141 42.5339037668 42.398231129 44.0071464819 50.0026473279 41.6258197305 42.2779757479 43.345434615 41.4731238312 42.608896888 42.803635794 41.5367004747 42.0374053151 42.749635225 42.2672807769 42.0970171234 43.3016605222 42.565312134 41.8802377214 44.1679603062 42.6483399579 45.2461492433 43.4834643646 42.7610077747 40.9341065247 42.2558614858 42.1171179648 41.8495026613 42.0377177316 43.9367597197 47.1809874799 42.4918399052 42.0044865354 42.705230927 41.1222030065 42.2811740332 42.7220686878 42.3507622679 41.7805805149 41.3228913067 42.5766838191 45.5245663768 41.293471431 41.4532100858 48.2091636161 41.4296083128 42.3971125326 43.1385796782 42.1742807162 43.9379202721 42.2106600725 41.7304413929 42.9670656141 42.5339037668 42.398231129 44.0071464819 50.0026473279 41.6258197305 42.2779757479 43.345434615 41.4731238312 42.608896888 42.803635794 41.5367004747 42.0374053151 42.749635225 42.2672807769 42.0970171234 43.3016605222 42.565312134 41.8802377214 44.1679603062 42.6483399579 45.2461492433 43.4834643646 42.7610077747 40.9341065247 42.2558614858 42.1171179648 41.8495026613 42.0377177316 43.9367597197 47.1809874799
NexteraCap-Agilent-110465,40.6956684546 41.3337838589 43.8659699815 41.9831801502 40.6905395309 40.9271831229 41.9643008626 41.2902098447 41.3643215955 41.3275623915 41.0391636022 41.2734478229 41.6600948558 41.1721792536 43.8446406865 40.4287469252 40.904378815 40.2488794819 42.7513152631 41.4904952454 41.0818796395 41.3512920702 40.8770288189 42.4063061757 41.6458804949 41.2733222746 41.8598018404 39.8598985447 40.4068964885 41.159590901 41.2067163922 40.1927196158 41.2074993376 41.4283454794 38.9923001158 51.5704210327 41.1332769989 40.6172069363 41.4666116912 40.4930279145 41.002469782 40.4564326386 41.623099848 47.8603786708 39.8967924689 44.6910771846 40.5812083145 40.5592221824 41.6746341225 41.0518452555 46.4700489427 42.7331110003 42.1138804613 44.9435693844 40.5176954715 40.4109128108 47.2674283712 40.7809742102 40.7708556401 45.5777069142 41.3726683016 41.1158268709 41.2915593922 41.6169744197 41.4326328774 41.8392341532 47.0009837213 45.7000062279 41.5612287296 40.9536589796 41.2649851852 42.2577645417 46.7968855704 41.3991347333 41.1158268709 43.8446406865 40.2488794819 41.6097956583 41.8392341532 41.2902098447 41.1242770709 40.830463374 42.2577645416 43.259367652 40.5963351001 40.2673715072 51.5704210327 40.6957463873 41.0518452555 42.3441123605 42.203474631 43.7691785368 41.0818796395 42.0214976609 40.8770288189 41.1095953896 40.9738629716 42.3898737127 53.9149866831 41.0391636022 41.0804609624 42.1875280723 40.7147575176 41.7875640687 41.6131580095 40.9523921936 41.3512920702 41.1952449025 40.9415726046 41.5461273865 41.1332769989 41.623099848 40.9115590102 43.4544766571 41.3746901792 43.4733839186 40.7968884697 41.9831801502 40.383880548 41.5515950568 40.8138174865 40.9735780103 41.2871209191 42.7331110003 46.4700489427 41.3991347333 41.1158268709 43.8446406865 40.2488794819 41.6097956583 41.8392341532 41.2902098447 41.1242770709 40.830463374 42.2577645416 43.259367652 40.5963351001 40.2673715072 51.5704210327 40.6957463873 41.0518452555 42.3441123605 42.203474631 43.7691785368 41.0818796395 42.0214976609 40.8770288189 41.1095953896 40.9738629716 42.3898737127 53.9149866831 41.0391636022 41.0804609624 42.1875280723 40.7147575176 41.7875640687 41.6131580095 40.9523921936 41.3512920702 41.1952449025 40.9415726046 41.5461273865 41.1332769989 41.623099848 40.9115590102 43.4544766571 41.3746901792 43.4733839186 40.7968884697 41.9831801502 40.383880548 41.5515950568 40.8138174865 40.9735780103 41.2871209191 42.7331110003 46.4700489427
NexteraCap-Agilent-1501199,43.4481960543 43.7886783576 46.5124935341 44.6877084403 43.6035379579 43.1654758978 45.0611837134 43.3041497609 43.7785051257 44.133794367 43.2766152196 43.0309294332 43.7130466755 43.9824544988 45.0758204359 43.0573735779 42.9494979943 42.612963356 44.9524122406 44.0803447468 44.2395982133 43.4447951778 44.6926750368 44.15143065 44.270626419 45.101915606 44.0062476999 42.6174102102 43.4328669945 43.1991833158 44.9356379227 42.9635659944 44.0745851881 43.3561354909 41.6786613272 51.5365009292 44.7885684656 43.9987000097 44.1812473947 42.5397451802 43.5558465552 42.6760782015 46.0223917707 47.4677237929 42.4232300451 48.8366529937 42.7014797653 43.1459850352 46.2664415049 44.0703083585 47.0130163107 44.7785603677 44.4428161791 48.5680880185 43.5384239573 43.4278308895 51.146816445 42.2306022149 41.967764693 49.1386607554 44.1031237285 43.6262189702 45.0669992153 43.8878855875 43.2473567456 43.9256208723 44.4621156375 46.2316075146 44.7429298254 44.8930389055 43.69630646 44.2203396532 46.9333181626 44.6909865014 43.6262189702 45.0758204359 42.612963356 43.8398036208 43.9256208723 43.3041497609 43.6567634594 42.8370241794 44.2203396532 46.3522318175 42.941694898 42.843657996 51.5365009292 42.2608189084 44.0703083585 45.7226307671 45.9336687625 46.7461363921 44.2395982133 44.1084101573 44.6926750368 43.7668294259 43.3081868249 46.1658043683 57.4510799161 43.2766152196 44.0314844288 45.4147238779 44.2833750348 43.8839754833 44.3556555153 43.1097454791 43.4447951778 44.2180834136 43.3372353377 43.4577460235 44.7885684656 46.0223917707 43.8501151218 45.5700391123 44.2480264029 45.8805894433 43.9950983366 44.6877084403 42.072205878 44.5815228153 43.3049423588 43.7409504529 42.7851000011 44.7785603677 47.0130163107 44.6909865014 43.6262189702 45.0758204359 42.612963356 43.8398036208 43.9256208723 43.3041497609 43.6567634594 42.8370241794 44.2203396532 46.3522318175 42.941694898 42.843657996 51.5365009292 42.2608189084 44.0703083585 45.7226307671 45.9336687625 46.7461363921 44.2395982133 44.1084101573 44.6926750368 43.7668294259 43.3081868249 46.1658043683 57.4510799161 43.2766152196 44.0314844288 45.4147238779 44.2833750348 43.8839754833 44.3556555153 43.1097454791 43.4447951778 44.2180834136 43.3372353377 43.4577460235 44.7885684656 46.0223917707 43.8501151218 45.5700391123 44.2480264029 45.8805894433 43.9950983366 44.6877084403 42.072205878 44.5815228153 43.3049423588 43.7409504529 42.7851000011 44.7785603677 47.0130163107
NexteraCap-Agilent-GIAB,41.701261035 42.2359344449 43.6971378198 42.2265458901 41.7016672835 41.404997481 42.9268033826 42.0186723964 42.5700494393 42.2983564484 41.6711536559 41.492348609 42.1529735487 41.9709378584 43.8208135867 41.4988843922 41.6097853509 41.2427719568 44.4466632447 42.8079326182 42.4188628746 42.1553981022 42.4409243856 42.5218789928 42.1733762881 42.5293114485 41.8640205201 41.9603600345 42.2822845855 42.3669844522 42.5684478429 41.5496014272 42.6867034371 42.919011865 40.739227999 48.8174086351 43.3988798391 42.1364112778 42.1815938569 40.9042822868 41.9624695515 41.0760050774 43.2762624321 44.0145074795 40.5009295949 45.8634401481 41.1234991342 41.4086996848 42.814332661 42.2062847028 45.9654802152 43.5282264478 42.0512087407 45.9209386156 41.4356674747 41.6492143486 41.4899189291 40.8871606919 41.8296924747 51.4417307532 42.7449089345 41.7181275337 41.9649311311 41.7289689002 41.4987434969 42.4576554504 42.9463818939 44.5434352185 42.6790187624 42.5599147345 41.8833839304 43.0860088745 44.7437232277 42.2845686324 41.7181275337 43.8208135867 41.2427719568 42.2013467882 42.4576554504 42.0186723964 42.4678777679 41.3371246189 43.0860088745 44.9155358105 42.469710566 41.1636052882 48.8174086351 41.2398982717 42.2062847028 42.0695329669 42.7688039345 44.4241071326 42.4188628746 42.5051941748 42.4409243856 41.9367510193 42.008227503 43.6297780586 43.6834850185 41.6711536559 42.031851145 43.6500663666 42.8672367367 42.9817572175 42.7919648343 42.0300264289 42.1553981022 41.3664768136 42.1295377278 42.5089555755 43.3988798391 43.2762624321 41.8381941336 44.2284077832 42.7627578468 44.6320738367 42.7559470121 42.2265458901 40.8896818393 42.6973920167 40.997918423 42.1344262491 42.2481598613 43.5282264478 45.9654802152 42.2845686324 41.7181275337 43.8208135867 41.2427719568 42.2013467882 42.4576554504 42.0186723964 42.4678777679 41.3371246189 43.0860088745 44.9155358105 42.469710566 41.1636052882 48.8174086351 41.2398982717 42.2062847028 42.0695329669 42.7688039345 44.4241071326 42.4188628746 42.5051941748 42.4409243856 41.9367510193 42.008227503 43.6297780586 43.6834850185 41.6711536559 42.031851145 43.6500663666 42.8672367367 42.9817572175 42.7919648343 42.0300264289 42.1553981022 41.3664768136 42.1295377278 42.5089555755 43.3988798391 43.2762624321 41.8381941336 44.2284077832 42.7627578468 44.6320738367 42.7559470121 42.2265458901 40.8896818393 42.6973920167 40.997918423 42.1344262491 42.2481598613 43.5282264478 45.9654802152
NexteraCap-IDT-0720ME25,42.7514269458 42.6770291596 44.3387798269 43.9908725132 42.8903938145 42.2938999171 44.7949535287 43.2398439565 42.5940284881 42.7781432629 42.4486146831 43.8235147829 43.229912713 42.2924879622 42.8778957435 41.9898336775 44.4137879145 41.7500542596 41.8916679542 44.1631831815 43.4361888956 42.3746887514 43.4816582277 44.1573778797 43.5514297299 41.3716116812 43.5145254205 41.47628674 41.2747307354 42.4743882349 43.4737300251 42.8989844363 43.0061302462 44.1798390558 44.553051173 46.6474080381 43.4470113928 41.9602663924 43.1307493819 41.9342060889 42.8020761457 42.057960189 43.984063575 43.0986148471 41.1950590175 45.8970573481 41.8724650185 42.8629841196 46.3274515618 43.8164255654 49.4956678118 44.4509007985 43.3993465428 46.8794207006 42.5693734023 42.3238301149 46.7753619455 41.5304800005 43.0772350871 47.1065143298 42.4855260332 43.0485850262 45.2380838861 42.4443894749 41.6022944244 42.8141563608 46.6440035203 47.5989771436 43.6706751405 41.8939326607 42.1474666125 44.1744866993 46.7067393415 42.9729739046 43.0485850262 42.8778957435 41.7500542596 42.3423331229 42.8141563608 43.2398439565 42.3915848315 42.88701878 44.1744866993 44.8786671014 42.3310656167 41.9515067946 46.6474080381 44.006288015 43.8164255654 43.3210668071 42.8456773299 44.7043529706 43.4361888956 42.6479117891 43.4816582277 43.0064100836 42.6299532749 44.2722024429 51.7292596052 42.4486146831 42.9334103071 43.302970119 42.0363457968 44.6556472643 43.1220999288 42.6587477613 42.3746887514 42.7749726699 42.6113135308 42.6017826605 43.4470113928 43.984063575 43.6207603026 44.6614902448 42.8887804034 44.755079825 43.5215301061 43.9908725132 42.04670246 44.3938635277 43.6315055646 43.0765540052 43.1629070976 44.4509007985 49.4956678118 42.9729739046 43.0485850262 42.8778957435 41.7500542596 42.3423331229 42.8141563608 43.2398439565 42.3915848315 42.88701878 44.1744866993 44.8786671014 42.3310656167 41.9515067946 46.6474080381 44.006288015 43.8164255654 43.3210668071 42.8456773299 44.7043529706 43.4361888956 42.6479117891 43.4816582277 43.0064100836 42.6299532749 44.2722024429 51.7292596052 42.4486146831 42.9334103071 43.302970119 42.0363457968 44.6556472643 43.1220999288 42.6587477613 42.3746887514 42.7749726699 42.6113135308 42.6017826605 43.4470113928 43.984063575 43.6207603026 44.6614902448 42.8887804034 44.755079825 43.5215301061 43.9908725132 42.04670246 44.3938635277 43.6315055646 43.0765540052 43.1629070976 44.4509007985 49.4956678118
NexteraCap-IDT-110465,42.1839234896 42.4683868982 43.5440632663 43.8147248075 42.1363027384 41.4130189809 43.1415486611 42.0451195262 42.4728038283 42.2931044432 41.5060627266 42.3035950381 42.7374449339 41.8146287483 44.0962920313 41.8174557167 42.1510592868 41.1989748113 44.2328845165 43.0623147327 42.2783550779 42.3897416858 42.5809313108 42.5649073815 42.9419915477 44.0923425454 42.526506811 40.94262255 43.0092627524 42.1693010277 42.1615410505 41.6620405211 42.0990648078 43.7247478805 42.9284242524 47.287529918 43.0360327552 42.4688597662 42.0988352559 42.0614321914 41.8510720148 41.7362234119 43.9979225661 45.0191223652 40.7546135825 43.9502167977 40.9358456848 41.5425979026 44.3515133829 42.4625117571 50.0532590839 43.5169242821 41.934600764 45.5360672654 42.4841715621 41.4658111417 44.1121530768 42.0940602677 42.429643436 47.083385282 41.9494540362 42.5640768095 41.5331498409 41.6779414952 41.7184378766 41.9830545003 46.7996779524 44.1701156474 42.5407002046 41.9971870861 42.1746049513 41.456937708 46.2068852895 42.6890897861 42.5640768095 44.0962920313 41.1989748113 41.5467226422 41.9830545003 42.0451195262 41.5749663374 41.6420607015 41.456937708 46.5790613417 42.3686822715 41.6897982025 47.287529918 42.6824115785 42.4625117571 43.3666261795 42.569002138 43.9695801492 42.2783550779 43.2260097323 42.5809313108 42.8698337417 41.8959083915 42.5635149532 51.4844283815 41.5060627266 42.0750254602 42.5831179091 42.7280721056 42.015514032 42.1622520536 41.9266617182 42.3897416858 42.6210510342 41.7890830182 41.9247032978 43.0360327552 43.9979225661 42.1493040662 45.5240307585 41.9723474672 44.7040121794 42.1383950014 43.8147248075 41.8445544519 42.701172364 41.2236156419 42.353518118 41.6714589096 43.5169242821 50.0532590839 42.6890897861 42.5640768095 44.0962920313 41.1989748113 41.5467226422 41.9830545003 42.0451195262 41.5749663374 41.6420607015 41.456937708 46.5790613417 42.3686822715 41.6897982025 47.287529918 42.6824115785 42.4625117571 43.3666261795 42.569002138 43.9695801492 42.2783550779 43.2260097323 42.5809313108 42.8698337417 41.8959083915 42.5635149532 51.4844283815 41.5060627266 42.0750254602 42.5831179091 42.7280721056 42.015514032 42.1622520536 41.9266617182 42.3897416858 42.6210510342 41.7890830182 41.9247032978 43.0360327552 43.9979225661 42.1493040662 45.5240307585 41.9723474672 44.7040121794 42.1383950014 43.8147248075 41.8445544519 42.701172364 41.2236156419 42.353518118 41.6714589096 43.5169242821 50.0532590839
