sample-name,FUS NF1 PIM1 HRAS TIAM1 MEN1 MCF2 ALK TSC2 RARA SMAD4 ETS1 RAF1 AFF4 SRC BCL6 MYB APC LMO1 PAX5 KIT ROS1 RET SMAD2 WRN JUN AXL TAL2 NFKB2 FES BCR CSF1R CBFA2T2 SET NPM1 VHL NRAS MDM2 DCC MYC MYH11 BRCA1 RB1 LYL1 MAS1 BCL3 BRCA2 ERG TAL1 PTEN CDKN2A NOTCH1 EPS15 WT1 ERBB2 REL FGF3 LCK IL3 CBFB PBX1 TP53 BCL2 AKT2 PML EGFR LMO2 SKI NF2 DEK ABL1 KRAS RUNX1 ATM TP53 SRC APC FBXW7 EGFR ALK DDR2 CTNNB1 KRAS TERT AURKA HNF1A VHL PTPN11 PTEN ESR1 BRAF GNA11 KIT RHOA RET KDR FGFR1 GNAS FOXL2 SMAD4 PDGFRA SMARCB1 SMO IDH1 ERBB4 ERBB3 ROS1 FGFR2 MET IDH2 NRAS RB1 MLH1 STK11 CDH1 FGFR3 GNAQ HRAS CDK4 MAP2K1 H3F3A AKT1 PIK3R1 NOTCH1 CDKN2A ATM TP53 SRC APC FBXW7 EGFR ALK DDR2 CTNNB1 KRAS TERT AURKA HNF1A VHL PTPN11 PTEN ESR1 BRAF GNA11 KIT RHOA RET KDR FGFR1 GNAS FOXL2 SMAD4 PDGFRA SMARCB1 SMO IDH1 ERBB4 ERBB3 ROS1 FGFR2 MET IDH2 NRAS RB1 MLH1 STK11 CDH1 FGFR3 GNAQ HRAS CDK4 MAP2K1 H3F3A AKT1 PIK3R1 NOTCH1 CDKN2A
KAPAEnzyme-Roche-0720ME25,45.9808851005 44.5032528407 44.2137564982 44.7504824469 44.5732468457 43.5364225536 46.1130889042 44.9171064012 44.8733651575 44.4044834558 44.9275220648 45.0250593895 45.3868020605 44.064743141 44.8404668942 44.5588589524 44.6261793704 43.1700704089 44.0436864481 45.4369940298 44.9576639412 44.9215579876 44.883805248 43.9981269936 44.6295343156 42.2207667869 45.4908180305 43.9757687551 44.6862400027 45.0624690759 44.7274309695 44.9785438478 45.3891791677 43.7142775619 42.8793347434 44.193800594 45.9186176273 44.7081795545 44.9081462902 42.8782798506 44.8474693928 43.6074148817 44.6492704521 43.3982900943 42.9432607363 44.2179384552 42.7869218277 44.4246269077 43.7543853171 44.1075812957 42.7474618652 44.163056064 45.0934394096 44.1228980102 45.0894411654 43.225129848 44.1867933461 44.1620948081 45.4339076324 45.9039739849 45.3365626486 45.1040620901 43.4815298435 44.3910347795 43.4308735069 44.8619730513 43.1815877755 43.6657160449 45.9135075588 44.3039112685 43.8993752462 45.0642221273 43.5647669791 44.7159487028 45.1040620901 44.8404668942 43.1700704089 44.9028994424 44.8619730513 44.9171064012 45.1044484449 44.4679354596 45.0642221273 44.1459996856 44.4043459572 43.5211755709 44.1938005939 44.371723321 44.1075812957 44.7307145621 44.8667156367 44.0245210251 44.9576639412 43.3024906898 44.883805248 45.3610218659 45.5282667751 43.1407108634 41.9946985661 44.9275220648 44.7826467219 44.8235982248 44.1732607953 44.531591899 45.2752541277 45.0094748232 44.9215579876 45.2413225246 43.7546577869 45.2876852958 45.9186176273 44.6492704521 45.1954845903 43.5187238359 44.6790679518 44.6489095669 45.8497596153 44.7504824469 46.4577037062 45.3269919857 42.0657964204 45.4616362221 43.9722606632 44.163056064 42.7474618652 44.7159487028 45.1040620901 44.8404668942 43.1700704089 44.9028994424 44.8619730513 44.9171064012 45.1044484449 44.4679354596 45.0642221273 44.1459996856 44.4043459572 43.5211755709 44.1938005939 44.371723321 44.1075812957 44.7307145621 44.8667156367 44.0245210251 44.9576639412 43.3024906898 44.883805248 45.3610218659 45.5282667751 43.1407108634 41.9946985661 44.9275220648 44.7826467219 44.8235982248 44.1732607953 44.531591899 45.2752541277 45.0094748232 44.9215579876 45.2413225246 43.7546577869 45.2876852958 45.9186176273 44.6492704521 45.1954845903 43.5187238359 44.6790679518 44.6489095669 45.8497596153 44.7504824469 46.4577037062 45.3269919857 42.0657964204 45.4616362221 43.9722606632 44.163056064 42.7474618652
KAPAEnzyme-Roche-110465,42.6996492546 42.3123099843 41.7563999509 43.6400942947 42.228617312 41.9413849905 42.831768018 42.6660970224 42.9537459994 41.385591683 43.036778445 42.9306857921 43.3350581921 42.0322945417 42.9964743648 42.4031121651 42.8404463718 41.8197939894 42.2740076894 42.9466040002 42.7942933054 42.6301530392 42.2774036396 42.4111707295 42.6634181662 40.7396538612 43.0623995485 41.7534186575 43.120261282 42.6043354707 42.7262933784 42.6869572076 42.4797445687 41.4522213452 41.3795210737 42.0922811275 43.1857960876 42.0088364057 42.5913666535 41.3955620402 42.7790202589 41.6365766801 42.7989596903 42.0752169389 41.4031843603 42.5074348575 41.1346407476 42.3303574009 41.8344992986 42.6809657639 43.043525058 42.18582027 43.7335848554 42.8271512567 43.5727862602 41.7867456627 41.917303098 42.0004348107 43.1544663192 43.1755692472 42.2258695569 42.9638477245 41.686626246 42.601360355 41.5783739233 42.702608996 41.63159575 41.7993221832 43.2154306331 41.9737309464 41.8726266844 42.4785549437 41.6692861284 42.6232343208 42.9638477245 42.9964743648 41.8197939894 42.1769986775 42.702608996 42.6660970224 42.589990496 41.8707603774 42.4785549437 42.2112217841 42.8058343011 41.6701474733 42.0922811275 43.0316034993 42.6809657639 42.4563533287 42.2919258021 42.354006064 42.7942933054 41.564978187 42.2774036396 42.8113109472 42.6025453337 41.4413132814 40.5421106224 43.036778445 42.7840903602 42.8707997014 42.0711495406 41.7631928601 43.035225013 42.7830186317 42.6301530392 42.6293805819 41.8927402932 43.3747751369 43.1857960876 42.7989596903 43.1012759885 41.7783049875 42.0972433152 42.0949477983 43.7797459969 43.6400942947 43.4075860176 43.7176677786 40.9011112739 43.1752397643 42.2400060283 42.18582027 43.043525058 42.6232343208 42.9638477245 42.9964743648 41.8197939894 42.1769986775 42.702608996 42.6660970224 42.589990496 41.8707603774 42.4785549437 42.2112217841 42.8058343011 41.6701474733 42.0922811275 43.0316034993 42.6809657639 42.4563533287 42.2919258021 42.354006064 42.7942933054 41.564978187 42.2774036396 42.8113109472 42.6025453337 41.4413132814 40.5421106224 43.036778445 42.7840903602 42.8707997014 42.0711495406 41.7631928601 43.035225013 42.7830186317 42.6301530392 42.6293805819 41.8927402932 43.3747751369 43.1857960876 42.7989596903 43.1012759885 41.7783049875 42.0972433152 42.0949477983 43.7797459969 43.6400942947 43.4075860176 43.7176677786 40.9011112739 43.1752397643 42.2400060283 42.18582027 43.043525058
KAPAEnzyme-Roche-1501199,45.9339826368 45.4427276874 44.2426515954 45.2927233072 45.1979437979 44.0731675732 46.7438782968 45.9438572845 46.10444464 45.007022137 45.8411397912 45.8295208015 46.3081665491 44.8539035528 45.5813506151 45.0204034706 45.2446035389 44.2012657833 45.0230919613 45.6833293394 45.9479692313 45.676612318 45.1275525621 45.5733426553 45.5863540876 44.0838152005 46.4267366463 44.4819554975 45.7277196906 45.6421010768 45.3516869137 45.6959033813 45.3977826662 44.433483831 44.0484133713 45.2473927878 46.5300995098 46.1928203516 45.5779496367 44.0449071842 45.5506777562 45.0498988929 45.5830041856 43.8505219192 43.9493489626 44.7829723385 44.0006485969 45.5282371015 44.6671776866 45.5607457001 43.3246076199 45.0052997087 46.8924438614 45.3216824695 45.7299917953 44.7849808043 45.5476546739 44.3849650339 46.3570350421 46.032872854 45.5429460288 45.437399131 44.8233344889 45.0055914654 43.9983090244 45.3921582938 44.1415370984 44.6316932859 46.3908329435 45.4457439147 45.0245504485 45.5620697914 44.9512937425 46.0063700368 45.437399131 45.5813506151 44.2012657833 45.3324461055 45.3921582938 45.9438572845 45.504892451 45.8642721156 45.5620697914 44.9061996107 45.559867236 43.8222817456 45.2473927878 45.9989610799 45.5607457001 44.899287725 46.029108946 44.3688967698 45.9479692313 43.9391558125 45.1275525621 45.9303702467 45.6518156419 44.2322571831 43.3999649913 45.8411397912 45.8561615813 45.9827362703 44.9144589788 45.41226697 45.8601493536 45.585220235 45.676612318 45.7840914616 45.1497132099 46.1700887056 46.5300995098 45.5830041856 46.1390254059 45.5145663987 45.6252136179 45.5635619057 45.9418452919 45.2927233072 45.6058988914 46.6201746746 43.0804696407 46.1013099371 45.2951688362 45.0052997087 43.3246076199 46.0063700368 45.437399131 45.5813506151 44.2012657833 45.3324461055 45.3921582938 45.9438572845 45.504892451 45.8642721156 45.5620697914 44.9061996107 45.559867236 43.8222817456 45.2473927878 45.9989610799 45.5607457001 44.899287725 46.029108946 44.3688967698 45.9479692313 43.9391558125 45.1275525621 45.9303702467 45.6518156419 44.2322571831 43.3999649913 45.8411397912 45.8561615813 45.9827362703 44.9144589788 45.41226697 45.8601493536 45.585220235 45.676612318 45.7840914616 45.1497132099 46.1700887056 46.5300995098 45.5830041856 46.1390254059 45.5145663987 45.6252136179 45.5635619057 45.9418452919 45.2927233072 45.6058988914 46.6201746746 43.0804696407 46.1013099371 45.2951688362 45.0052997087 43.3246076199
KAPAEnzyme-Roche-GIAB,39.5605422107 39.2506299926 38.8534897866 39.0808049682 39.0648801 38.6451362917 39.7342575901 39.1822870784 39.3689315125 39.644044389 39.3079320077 39.383157427 39.6451170511 38.818308953 39.3533148225 39.1601351773 39.1193035221 38.3697419864 39.735545133 39.6251699066 39.3386800422 39.3165597866 39.2298524895 39.1909848008 39.1728819521 38.2099096332 39.3748317902 38.5037141639 39.0699463442 39.2131531961 39.3798972515 39.169670163 39.2537384674 38.8130249118 38.6194262903 38.9889992304 39.1586643099 38.8582287196 39.6075941162 38.5027733662 39.4723952331 38.7005825259 39.355063584 38.8616413741 38.1140305494 39.5149642017 38.2826602577 38.9424649524 39.069982151 39.4229478344 38.8933457758 38.9008076564 39.7322558333 39.2331931502 39.3639173977 39.0585569458 39.0543925672 39.1787237419 39.5031880182 39.4930023212 39.4403514229 38.8084333183 38.0897554648 39.3014308275 38.3076275753 39.2576467482 38.3636951486 38.6948416349 40.0359531548 39.1618470642 38.7091674556 39.743670255 38.8171303503 39.1965843066 38.8084333183 39.3533148225 38.3697419864 39.38156163 39.2576467482 39.1822870784 39.3171387817 39.0962582288 39.743670255 39.1660672108 39.374426611 38.7401738775 38.9889992304 39.2248030522 39.4229478344 38.9786488206 39.3851157913 39.0438318409 39.3386800422 38.9695690021 39.2298524895 39.461298954 39.5859000743 38.6564516551 38.3906430818 39.3079320077 39.1012833748 39.9970248688 38.751405571 39.2628163218 39.2341308701 39.0914158333 39.3165597866 39.4749792318 38.8025966179 39.4213112441 39.1586643099 39.355063584 39.4426797509 38.9459351988 39.1454917098 38.7295124362 39.7056856458 39.0808049682 38.56791828 39.3337160924 37.7580526214 39.3500453329 39.2906557447 38.9008076564 38.8933457758 39.1965843066 38.8084333183 39.3533148225 38.3697419864 39.38156163 39.2576467482 39.1822870784 39.3171387817 39.0962582288 39.743670255 39.1660672108 39.374426611 38.7401738775 38.9889992304 39.2248030522 39.4229478344 38.9786488206 39.3851157913 39.0438318409 39.3386800422 38.9695690021 39.2298524895 39.461298954 39.5859000743 38.6564516551 38.3906430818 39.3079320077 39.1012833748 39.9970248688 38.751405571 39.2628163218 39.2341308701 39.0914158333 39.3165597866 39.4749792318 38.8025966179 39.4213112441 39.1586643099 39.355063584 39.4426797509 38.9459351988 39.1454917098 38.7295124362 39.7056856458 39.0808049682 38.56791828 39.3337160924 37.7580526214 39.3500453329 39.2906557447 38.9008076564 38.8933457758
KAPAEnzyme-Twist-0720ME25,48.1350159365 47.4067761954 47.6584427601 48.4288776156 47.4881649682 47.0100037363 48.0459560722 47.6409271153 48.5762769036 47.8384794631 47.5401605291 47.9861572369 48.6272316297 46.5522093236 48.8184610123 47.8274962589 47.7627727331 45.7673193605 49.0311067042 48.6991766196 47.4345214081 47.5679059882 48.343690793 46.6554310812 48.0294246085 45.5312899476 49.2308531799 46.1625772039 47.6898738989 48.5059333412 48.1708213598 48.5924246857 47.2050801986 48.5580339665 48.5420415374 46.4079987937 48.9857787712 46.6180448556 47.4748212082 46.4888072811 48.9373203551 46.4414791028 47.4613051879 46.398697023 46.54430172 48.6712140049 45.2195281696 47.833702507 45.9657272109 47.3046944191 45.7638146508 47.6204181947 48.5008318023 48.4085989589 48.2140577775 46.1826555977 47.0609499421 47.2624773473 49.19198433 47.8470920578 47.7331602714 48.7176362975 46.9688690057 47.7124088512 46.6781633595 47.5968470289 47.3516796834 47.6073930747 48.5485910374 46.8978965119 46.5910859341 48.1320377913 46.7808374731 47.379337664 48.7176362975 48.8184610123 45.7673193605 47.5470535867 47.5968470289 47.6409271153 47.4911585945 47.8994079107 48.1320377913 46.7896232729 47.5714564241 45.9106689805 46.4079987937 47.4368532574 47.3046944191 47.7427315505 47.9525139128 47.5662914731 47.4345214081 46.7040141541 48.343690793 48.4703181642 48.186462744 46.5573693963 46.3446350806 47.5401605291 48.0760924156 48.4658506469 47.990261468 47.3474496468 48.0274340344 48.0744840292 47.5679059882 48.293481981 46.8170997995 48.3572891463 48.9857787712 47.4613051879 48.2081748496 46.8120177581 47.7512546797 48.2126732532 49.6364795909 48.4288776156 47.6294136034 48.1047993675 46.2037813517 49.3361846068 47.2040215955 47.6204181947 45.7638146508 47.379337664 48.7176362975 48.8184610123 45.7673193605 47.5470535867 47.5968470289 47.6409271153 47.4911585945 47.8994079107 48.1320377913 46.7896232729 47.5714564241 45.9106689805 46.4079987937 47.4368532574 47.3046944191 47.7427315505 47.9525139128 47.5662914731 47.4345214081 46.7040141541 48.343690793 48.4703181642 48.186462744 46.5573693963 46.3446350806 47.5401605291 48.0760924156 48.4658506469 47.990261468 47.3474496468 48.0274340344 48.0744840292 47.5679059882 48.293481981 46.8170997995 48.3572891463 48.9857787712 47.4613051879 48.2081748496 46.8120177581 47.7512546797 48.2126732532 49.6364795909 48.4288776156 47.6294136034 48.1047993675 46.2037813517 49.3361846068 47.2040215955 47.6204181947 45.7638146508
KAPAEnzyme-Twist-110465,50.2657823592 49.2567987535 49.0407223322 50.9354892695 49.5907797224 48.1894502958 50.3108381685 50.0456407128 50.218679374 49.4829258211 49.1543747799 50.1106793193 50.5589193387 48.7502122067 50.4174744914 49.0182313121 49.8862467656 47.2224262525 49.2757882368 50.3001055067 49.707870247 49.3820305146 49.7330120078 49.5274423691 48.8605427291 47.082287851 51.178476051 48.253182058 49.8494266682 49.9863581577 50.4881918379 50.3863556282 49.3912087895 50.5971540469 50.2421180986 49.2800308148 51.0437647345 48.9838940014 49.3271871746 47.6902547035 50.7018957714 48.2649620499 49.2310609328 47.9246852302 48.9333786825 50.8226925829 46.7731057401 49.0136187524 46.9319528285 49.6737998056 48.2304236134 49.4565951072 49.4568149693 49.5032670404 50.4543722621 48.4472396895 49.4865483981 48.971007741 51.2440323634 50.9086376833 49.614871505 49.3947123792 48.2916481298 49.6563423791 48.1856016037 49.7330148727 47.7876947511 49.3677892191 50.8295760664 49.043044191 48.9692268183 48.8363028441 48.5385011358 49.4977290569 49.3947123792 50.4174744914 47.2224262525 49.3150770695 49.7330148727 50.0456407128 49.4808747567 49.5810979871 48.8363028441 48.5919951187 49.0539016213 47.5458413651 49.2800308148 49.874074303 49.6737998056 49.5087748225 49.4475240356 49.5222913702 49.707870247 50.5090607768 49.7330120078 49.662051865 49.9023666253 48.0581338413 47.3632048968 49.1543747799 49.8877176572 51.190773737 50.0919911182 49.6220647702 49.6136313595 49.723428966 49.3820305146 49.9955988403 48.6248462733 50.4624568648 51.0437647345 49.2310609328 50.0968613338 47.7757748101 49.516803343 50.1852446534 50.4813205847 50.9354892695 50.5734067232 51.350662616 48.4755737919 51.1300057274 49.4319376681 49.4565951072 48.2304236134 49.4977290569 49.3947123792 50.4174744914 47.2224262525 49.3150770695 49.7330148727 50.0456407128 49.4808747567 49.5810979871 48.8363028441 48.5919951187 49.0539016213 47.5458413651 49.2800308148 49.874074303 49.6737998056 49.5087748225 49.4475240356 49.5222913702 49.707870247 50.5090607768 49.7330120078 49.662051865 49.9023666253 48.0581338413 47.3632048968 49.1543747799 49.8877176572 51.190773737 50.0919911182 49.6220647702 49.6136313595 49.723428966 49.3820305146 49.9955988403 48.6248462733 50.4624568648 51.0437647345 49.2310609328 50.0968613338 47.7757748101 49.516803343 50.1852446534 50.4813205847 50.9354892695 50.5734067232 51.350662616 48.4755737919 51.1300057274 49.4319376681 49.4565951072 48.2304236134
KAPAEnzyme-Twist-1501199,48.0221400203 47.4924366935 47.0699658645 47.4419067549 47.4550341071 47.8504030901 48.363216087 48.243119125 48.4917335229 48.1341942483 47.9525981329 48.1358169676 49.2999930282 47.1967974036 48.7606895274 48.0554181696 48.1617839005 45.5340003189 49.1290270222 47.8469136288 48.5099553175 47.5078341147 48.1283221944 46.9750951987 47.463727973 46.0933264926 49.3574348262 46.3765171339 47.6372080313 48.1274342052 48.7168208372 48.6057602237 47.1449826775 48.6822171593 48.7042013711 47.7472210641 49.8781139539 47.1741207304 47.8491505801 46.1740986003 48.7279394637 46.5802793031 47.8636500274 46.7131537509 46.4147567916 48.5554836772 45.029218875 47.4082896701 45.7850571841 47.2517950301 46.6448262013 47.8010966573 48.2196347591 48.6333039298 48.5359704082 46.7746439258 46.577986636 47.3942489488 48.0773043467 48.6129231034 47.9287589378 48.2560862505 46.8563660859 47.7259135518 46.1122724351 48.1627435017 46.3259639966 47.6372384081 49.2570365346 47.0777690955 47.1905725454 48.4270336403 46.9871838577 47.5105194133 48.2560862505 48.7606895274 45.5340003189 48.0928760818 48.1627435017 48.243119125 47.8414002822 47.8399299863 48.4270336403 47.3863929717 47.7149864282 46.2788522385 47.7472210641 48.3182289859 47.2517950301 47.5380951262 47.506739021 47.8191435592 48.5099553175 49.1231108433 48.1283221944 47.9958086317 48.4944581073 46.5245166019 45.39184697 47.9525981329 48.0632918946 48.6735043723 47.7354010147 47.5424726125 47.9999834237 48.2454331789 47.5078341147 48.2809054214 47.1573734318 48.3943902197 49.8781139539 47.8636500274 48.5650329394 48.3489661965 48.2089785707 47.9795560679 47.8187216575 47.4419067549 48.7679887668 49.3769945326 45.562275367 49.0074775683 47.135775021 47.8010966573 46.6448262013 47.5105194133 48.2560862505 48.7606895274 45.5340003189 48.0928760818 48.1627435017 48.243119125 47.8414002822 47.8399299863 48.4270336403 47.3863929717 47.7149864282 46.2788522385 47.7472210641 48.3182289859 47.2517950301 47.5380951262 47.506739021 47.8191435592 48.5099553175 49.1231108433 48.1283221944 47.9958086317 48.4944581073 46.5245166019 45.39184697 47.9525981329 48.0632918946 48.6735043723 47.7354010147 47.5424726125 47.9999834237 48.2454331789 47.5078341147 48.2809054214 47.1573734318 48.3943902197 49.8781139539 47.8636500274 48.5650329394 48.3489661965 48.2089785707 47.9795560679 47.8187216575 47.4419067549 48.7679887668 49.3769945326 45.562275367 49.0074775683 47.135775021 47.8010966573 46.6448262013
KAPAEnzyme-Twist-GIAB,42.921314055 42.3480321412 41.2478982723 42.8122942139 41.9877301518 42.2905052962 42.3763218276 42.1705640936 42.4958548654 42.7741055606 42.3062179217 42.6918438373 42.7510373967 41.6098578946 42.5634301765 42.3253177189 42.0429749769 40.981449774 42.4470590683 42.6724597432 42.500006391 42.2146289835 42.7278483924 41.9308368106 42.1233135464 41.197535647 43.2491953743 41.834689856 42.4949577991 42.3673310932 42.7330068459 42.7224649103 42.7021743402 42.5473765198 42.3844377265 42.0841814964 43.168936465 41.7179856182 42.6872197585 40.7445175548 42.6832836362 41.7526163825 42.0492465679 40.5108114373 40.2356462032 43.4116061169 40.6300048743 42.6875150477 40.8947075241 41.5706131677 41.6026167982 42.1370863456 43.1659577853 42.4691679297 42.4069833873 41.2724465942 40.9823366743 41.4623632186 42.4109299831 42.7810328767 42.4676587815 43.2056451083 41.6201384442 41.8013890484 41.3670338727 41.9043414846 42.2023659966 41.9676666593 42.8287428595 41.890713232 41.8164141786 43.3577550076 41.6826720822 42.3997668018 43.2056451083 42.5634301765 40.981449774 42.2682475936 41.9043414846 42.1705640936 42.8165117516 42.1512714407 43.3577550076 42.0802605622 41.9896185931 41.7431187335 42.0841814964 42.6791351653 41.5706131677 42.089407166 42.2372519096 42.7728982613 42.500006391 43.6935794967 42.7278483924 42.4544354881 42.8849690858 41.4670945012 41.54701354 42.3062179217 42.5483167003 42.8395480318 42.1018495361 42.3004455329 42.6631669895 41.9919238377 42.2146289835 42.1145596075 41.9155842363 42.9367788265 43.168936465 42.0492465679 42.8541046946 42.2623435597 42.0554887953 42.3089163822 42.4948968822 42.8122942139 43.1276288645 43.1279744479 42.1521555281 43.0168353519 42.3698248202 42.1370863456 41.6026167982 42.3997668018 43.2056451083 42.5634301765 40.981449774 42.2682475936 41.9043414846 42.1705640936 42.8165117516 42.1512714407 43.3577550076 42.0802605622 41.9896185931 41.7431187335 42.0841814964 42.6791351653 41.5706131677 42.089407166 42.2372519096 42.7728982613 42.500006391 43.6935794967 42.7278483924 42.4544354881 42.8849690858 41.4670945012 41.54701354 42.3062179217 42.5483167003 42.8395480318 42.1018495361 42.3004455329 42.6631669895 41.9919238377 42.2146289835 42.1145596075 41.9155842363 42.9367788265 43.168936465 42.0492465679 42.8541046946 42.2623435597 42.0554887953 42.3089163822 42.4948968822 42.8122942139 43.1276288645 43.1279744479 42.1521555281 43.0168353519 42.3698248202 42.1370863456 41.6026167982
Nextera-Agilent-0720ME25,39.3705706435 39.0903019522 38.4122640808 38.6851579573 38.9850577811 38.5106896103 39.7397073365 38.8564572715 38.8462055958 38.5007899367 38.5733439973 38.6677037983 39.4373162219 38.7100686242 38.7874431087 38.7112405998 38.856947729 38.0632114014 39.0921082984 39.3055075904 39.1258280798 39.0309985826 38.7711627786 39.7839101576 39.1412454028 38.3720050462 39.3552768844 38.5686502341 38.0905821579 38.0121234106 38.541474808 38.8649636066 39.0758179067 38.8723470438 37.5979629141 38.8914269125 39.6247251226 38.0140571575 39.5802921789 38.416403812 39.2868877662 38.4083644401 38.807125156 38.0085278025 38.4268885 38.7073529884 37.9752872809 38.8374913689 39.2150479248 38.5332590402 38.3427488792 38.5212727144 39.2568676274 38.7360868566 38.8177762657 38.6338968991 38.2931120659 38.4515271662 38.8643626189 39.7774657912 39.4316030253 38.6805933424 38.8634883153 38.9705776152 38.3654850804 39.4493437981 39.4498312861 38.2192425323 39.3637603342 39.4525872188 38.5027953547 39.4894234024 39.0320269205 38.7638747583 38.6805933424 38.7874431087 38.0632114014 39.6024314695 39.4493437981 38.8564572715 39.4221854312 38.5864688424 39.4894234024 38.4705581301 39.3394714674 38.3348233681 38.8914269125 38.205444583 38.5332590402 38.9857247956 39.3730804846 39.0131403034 39.1258280798 39.6284260091 38.7711627786 39.4623728125 39.3002987476 38.287641284 38.6535404078 38.5733439973 39.272363439 39.4673388511 38.5699307846 39.4476054349 39.2438344419 38.6182154575 39.0309985826 39.5315492921 38.8480982095 39.2398585439 39.6247251226 38.807125156 38.8679364812 38.8537248016 39.1124723998 38.882214296 39.1561983301 38.6851579573 38.8133257567 39.3408574904 38.3537193491 39.3977984306 38.730407909 38.5212727144 38.3427488792 38.7638747583 38.6805933424 38.7874431087 38.0632114014 39.6024314695 39.4493437981 38.8564572715 39.4221854312 38.5864688424 39.4894234024 38.4705581301 39.3394714674 38.3348233681 38.8914269125 38.205444583 38.5332590402 38.9857247956 39.3730804846 39.0131403034 39.1258280798 39.6284260091 38.7711627786 39.4623728125 39.3002987476 38.287641284 38.6535404078 38.5733439973 39.272363439 39.4673388511 38.5699307846 39.4476054349 39.2438344419 38.6182154575 39.0309985826 39.5315492921 38.8480982095 39.2398585439 39.6247251226 38.807125156 38.8679364812 38.8537248016 39.1124723998 38.882214296 39.1561983301 38.6851579573 38.8133257567 39.3408574904 38.3537193491 39.3977984306 38.730407909 38.5212727144 38.3427488792
Nextera-Agilent-110465,41.1964131522 41.5216681814 40.7932180257 41.2824471446 41.251025805 40.4556648945 41.988357841 41.5469300709 41.268808209 41.314998585 40.9455842058 41.0276089078 41.8763755654 41.3350841012 41.5378150124 40.6856038702 41.1666125014 39.7927932169 40.5110086342 41.5551650862 41.5818587854 41.8038417467 41.4221215899 41.8091673588 41.5684066225 40.7316104744 41.493210588 40.1181495208 39.7845942741 40.5949498416 40.9555179497 41.5225468891 41.9736935271 39.9671907525 38.4446765458 40.3000381362 42.9594600051 40.7090294052 42.1102416878 39.7379126874 42.1660792972 40.7835620345 41.6079755429 40.4509164626 41.2161199412 41.5795358931 39.6267791065 41.2307185526 40.2238359034 40.468096071 41.1034407243 40.5404975297 41.7233491001 41.4565656619 40.9723290719 41.4019906874 41.6335986152 40.8402770146 41.122553461 42.3770143796 41.66377005 41.3188673936 40.6042455143 41.4899688137 40.370881195 41.7490410106 40.4948525753 41.2208883239 41.7041964339 41.5665487782 40.394959635 43.2496713262 40.6468809009 41.1534658909 41.3188673936 41.5378150124 39.7927932169 41.9348084873 41.7490410106 41.5469300709 41.9301689895 40.9707933428 43.2496713262 40.4224835766 40.6031970586 40.2817423889 40.3000381362 39.5548404239 40.468096071 41.5989182746 42.1162219561 40.8260593223 41.5818587854 42.4060862173 41.4221215899 42.0178011206 41.2909178335 40.2519383053 40.2690881574 40.9455842058 41.7103122647 42.0002025967 41.7492253342 41.9097335783 42.174807938 41.2188588322 41.8038417467 41.9179798005 41.4098686793 41.6093496542 42.9594600051 41.6079755429 40.9705135676 40.7720787448 41.5019109118 41.211109429 41.8881718787 41.2824471446 40.5966239553 41.5972758881 39.779759925 41.2260966649 40.9878579378 40.5404975297 41.1034407243 41.1534658909 41.3188673936 41.5378150124 39.7927932169 41.9348084873 41.7490410106 41.5469300709 41.9301689895 40.9707933428 43.2496713262 40.4224835766 40.6031970586 40.2817423889 40.3000381362 39.5548404239 40.468096071 41.5989182746 42.1162219561 40.8260593223 41.5818587854 42.4060862173 41.4221215899 42.0178011206 41.2909178335 40.2519383053 40.2690881574 40.9455842058 41.7103122647 42.0002025967 41.7492253342 41.9097335783 42.174807938 41.2188588322 41.8038417467 41.9179798005 41.4098686793 41.6093496542 42.9594600051 41.6079755429 40.9705135676 40.7720787448 41.5019109118 41.211109429 41.8881718787 41.2824471446 40.5966239553 41.5972758881 39.779759925 41.2260966649 40.9878579378 40.5404975297 41.1034407243
