sample,gene,quality
KAPAEnzyme-IDT-1501199_S7_L001,APC,43.91520422013164
KAPAEnzyme-IDT-1501199_S7_L001,KCNH2,45.022836459528094
KAPAEnzyme-IDT-1501199_S7_L001,PCSK9,45.81935936647907
KAPAEnzyme-IDT-1501199_S7_L001,GLA,44.649969918567635
Nextera-Twist-0720ME25_S24_L001,SMAD3,45.046015710498
Nextera-Twist-0720ME25_S24_L001,DSG2,44.4626826337442
Nextera-Twist-0720ME25_S24_L001,SMAD4,45.52718827307357
Nextera-Twist-0720ME25_S24_L001,KCNQ1,45.79368639871393
Nextera-Twist-0720ME25_S24_L001,ACTC1,44.85697439050634
Nextera-Twist-0720ME25_S24_L001,SCN5A,43.626190368247364
Nextera-Twist-0720ME25_S24_L001,MYL2,45.24148491882014
Nextera-Twist-0720ME25_S24_L001,DSC2,44.453457190106526
Nextera-Twist-0720ME25_S24_L001,PKP2,44.556115347713074
Nextera-Twist-0720ME25_S24_L001,PTEN,45.61264564079285
Nextera-Twist-0720ME25_S24_L001,MUTYH,43.61535491537278
Nextera-Twist-0720ME25_S24_L001,RYR2,44.82613103233517
Nextera-Twist-0720ME25_S24_L001,ATP7B,44.18943565578565
Nextera-Twist-0720ME25_S24_L001,ACTA2,45.08934294062607
Nextera-Twist-0720ME25_S24_L001,FBN1,45.49097453474464
Nextera-Twist-0720ME25_S24_L001,NF2,45.29298673802568
Nextera-Twist-0720ME25_S24_L001,TNNT2,45.17212563132814
Nextera-Twist-0720ME25_S24_L001,MSH6,43.41861848077715
Nextera-Twist-0720ME25_S24_L001,TMEM43,45.50621532364102
Nextera-Twist-0720ME25_S24_L001,MYL3,45.10490840371232
Nextera-Twist-0720ME25_S24_L001,RB1,44.93586397006936
Nextera-Twist-0720ME25_S24_L001,TSC1,44.61801762528543
Nextera-Twist-0720ME25_S24_L001,MYH11,44.73126655934944
Nextera-Twist-0720ME25_S24_L001,BRCA1,43.91933909434378
Nextera-Twist-0720ME25_S24_L001,TNNI3,45.72134147574838
Nextera-Twist-0720ME25_S24_L001,PRKAG2,44.53477226609052
Nextera-Twist-0720ME25_S24_L001,CACNA1S,44.883303370540105
Nextera-Twist-0720ME25_S24_L001,PMS2,44.44072557622098
Nextera-Twist-0720ME25_S24_L001,TGFBR1,45.861077636954086
Nextera-Twist-0720ME25_S24_L001,BMPR1A,45.30212762272475
Nextera-Twist-0720ME25_S24_L001,TP53,44.53060679905793
Nextera-Twist-0720ME25_S24_L001,WT1,44.43502982276994
Nextera-Twist-0720ME25_S24_L001,LMNA,44.04095950583258
Nextera-Twist-0720ME25_S24_L001,MYBPC3,44.630976283908836
Nextera-Twist-0720ME25_S24_L001,BRCA2,43.464468888516826
Nextera-Twist-0720ME25_S24_L001,COL3A1,44.93169913107861
Nextera-Twist-0720ME25_S24_L001,TGFBR2,44.415821769283525
Nextera-Twist-0720ME25_S24_L001,RET,44.27748412804271
Nextera-Twist-0720ME25_S24_L001,SDHB,45.510185610585026
Nextera-Twist-0720ME25_S24_L001,MYH7,44.43813341786361
Nextera-Twist-0720ME25_S24_L001,DSP,43.77704127827649
Nextera-Twist-0720ME25_S24_L001,LDLR,43.81866183117315
Nextera-Twist-0720ME25_S24_L001,TSC2,44.2370975651406
Nextera-Twist-0720ME25_S24_L001,VHL,44.23462846615967
Nextera-Twist-0720ME25_S24_L001,OTC,45.17245084956455
Nextera-Twist-0720ME25_S24_L001,APOB,43.47926703445638
Nextera-Twist-0720ME25_S24_L001,MEN1,43.2320720539529
Nextera-Twist-0720ME25_S24_L001,SDHAF2,43.91482524514358
Nextera-Twist-0720ME25_S24_L001,RYR1,44.917790061608045
Nextera-Twist-0720ME25_S24_L001,TPM1,44.14463270264657
Nextera-Twist-0720ME25_S24_L001,SDHC,44.45880109474007
Nextera-Twist-0720ME25_S24_L001,STK11,43.80952880125902
Nextera-Twist-0720ME25_S24_L001,MLH1,44.584054295059175
Nextera-Twist-0720ME25_S24_L001,MSH2,44.66851595859584
Nextera-Twist-0720ME25_S24_L001,APC,43.39335533893386
Nextera-Twist-0720ME25_S24_L001,KCNH2,43.26594806389883
Nextera-Twist-0720ME25_S24_L001,PCSK9,45.89970726660599
Nextera-Twist-0720ME25_S24_L001,GLA,44.902440291627016
AgilentQXT-Twist-GIAB_S18_L001,SMAD3,46.69402345295682
AgilentQXT-Twist-GIAB_S18_L001,DSG2,44.707638823148834
AgilentQXT-Twist-GIAB_S18_L001,SMAD4,45.50825763133072
AgilentQXT-Twist-GIAB_S18_L001,KCNQ1,48.09265988211725
AgilentQXT-Twist-GIAB_S18_L001,ACTC1,46.37088766701576
AgilentQXT-Twist-GIAB_S18_L001,SCN5A,46.78538188427275
AgilentQXT-Twist-GIAB_S18_L001,MYL2,47.87103395188451
AgilentQXT-Twist-GIAB_S18_L001,DSC2,45.014219493624964
AgilentQXT-Twist-GIAB_S18_L001,PKP2,45.91512133085864
AgilentQXT-Twist-GIAB_S18_L001,PTEN,45.32124090309902
AgilentQXT-Twist-GIAB_S18_L001,MUTYH,45.30103992277233
AgilentQXT-Twist-GIAB_S18_L001,RYR2,45.90912248158081
AgilentQXT-Twist-GIAB_S18_L001,ATP7B,45.746882912913655
AgilentQXT-Twist-GIAB_S18_L001,ACTA2,47.069088946318764
AgilentQXT-Twist-GIAB_S18_L001,FBN1,46.444441763206505
AgilentQXT-Twist-GIAB_S18_L001,NF2,46.700166124679235
AgilentQXT-Twist-GIAB_S18_L001,TNNT2,48.66508730376594
AgilentQXT-Twist-GIAB_S18_L001,MSH6,43.940464049342324
AgilentQXT-Twist-GIAB_S18_L001,TMEM43,48.07686285788561
AgilentQXT-Twist-GIAB_S18_L001,MYL3,47.98029843031152
AgilentQXT-Twist-GIAB_S18_L001,RB1,45.2091930371438
AgilentQXT-Twist-GIAB_S18_L001,TSC1,45.782098804815966
AgilentQXT-Twist-GIAB_S18_L001,MYH11,46.620363483573776
AgilentQXT-Twist-GIAB_S18_L001,BRCA1,43.81890984547637
AgilentQXT-Twist-GIAB_S18_L001,TNNI3,46.99464295141354
AgilentQXT-Twist-GIAB_S18_L001,PRKAG2,45.60109400675032
AgilentQXT-Twist-GIAB_S18_L001,CACNA1S,47.51579371026674
AgilentQXT-Twist-GIAB_S18_L001,PMS2,45.251145008976145
AgilentQXT-Twist-GIAB_S18_L001,TGFBR1,45.4855339677281
AgilentQXT-Twist-GIAB_S18_L001,BMPR1A,45.28478902388017
AgilentQXT-Twist-GIAB_S18_L001,TP53,47.07166183834873
AgilentQXT-Twist-GIAB_S18_L001,WT1,46.67755497841207
AgilentQXT-Twist-GIAB_S18_L001,LMNA,46.362935989013934
AgilentQXT-Twist-GIAB_S18_L001,MYBPC3,47.48892762328285
AgilentQXT-Twist-GIAB_S18_L001,BRCA2,42.661119618550245
AgilentQXT-Twist-GIAB_S18_L001,COL3A1,46.28735331306037
AgilentQXT-Twist-GIAB_S18_L001,TGFBR2,46.27232133917806
AgilentQXT-Twist-GIAB_S18_L001,RET,47.41340155461005
AgilentQXT-Twist-GIAB_S18_L001,SDHB,46.94624441067941
AgilentQXT-Twist-GIAB_S18_L001,MYH7,46.38410783323744
AgilentQXT-Twist-GIAB_S18_L001,DSP,44.43733370670547
AgilentQXT-Twist-GIAB_S18_L001,LDLR,45.00155414747916
AgilentQXT-Twist-GIAB_S18_L001,TSC2,48.06605324070551
AgilentQXT-Twist-GIAB_S18_L001,VHL,46.59653047597398
AgilentQXT-Twist-GIAB_S18_L001,OTC,45.83399204004086
AgilentQXT-Twist-GIAB_S18_L001,APOB,43.650189054182626
AgilentQXT-Twist-GIAB_S18_L001,MEN1,46.02750147824766
AgilentQXT-Twist-GIAB_S18_L001,SDHAF2,44.66018082208992
AgilentQXT-Twist-GIAB_S18_L001,RYR1,47.37440343251915
AgilentQXT-Twist-GIAB_S18_L001,TPM1,45.41353382498728
AgilentQXT-Twist-GIAB_S18_L001,SDHC,47.46553446810395
AgilentQXT-Twist-GIAB_S18_L001,STK11,47.12784555143348
AgilentQXT-Twist-GIAB_S18_L001,MLH1,46.47150147787792
AgilentQXT-Twist-GIAB_S18_L001,MSH2,45.44896297641484
AgilentQXT-Twist-GIAB_S18_L001,APC,43.76837540161169
AgilentQXT-Twist-GIAB_S18_L001,KCNH2,45.81779078607355
AgilentQXT-Twist-GIAB_S18_L001,PCSK9,46.659030696231106
AgilentQXT-Twist-GIAB_S18_L001,GLA,45.639284480742376
NexteraCap-Roche-110465_S59_L002,SMAD3,44.38515758293452
NexteraCap-Roche-110465_S59_L002,DSG2,43.55892621857299
NexteraCap-Roche-110465_S59_L002,SMAD4,47.76375590580634
NexteraCap-Roche-110465_S59_L002,KCNQ1,43.878207640095816
NexteraCap-Roche-110465_S59_L002,ACTC1,43.395863181322596
NexteraCap-Roche-110465_S59_L002,SCN5A,42.48440871630798
NexteraCap-Roche-110465_S59_L002,MYL2,44.829832468360195
NexteraCap-Roche-110465_S59_L002,DSC2,42.713297485830545
NexteraCap-Roche-110465_S59_L002,PKP2,43.3767457359704
NexteraCap-Roche-110465_S59_L002,PTEN,40.12810865128216
NexteraCap-Roche-110465_S59_L002,MUTYH,44.35523972715123
NexteraCap-Roche-110465_S59_L002,RYR2,43.374281422520696
NexteraCap-Roche-110465_S59_L002,ATP7B,42.99799974090155
NexteraCap-Roche-110465_S59_L002,ACTA2,41.390722520373686
NexteraCap-Roche-110465_S59_L002,FBN1,43.943546019656125
NexteraCap-Roche-110465_S59_L002,NF2,43.31313087348971
NexteraCap-Roche-110465_S59_L002,TNNT2,45.05127356574986
NexteraCap-Roche-110465_S59_L002,MSH6,41.38504007001997
NexteraCap-Roche-110465_S59_L002,TMEM43,43.68753335706821
NexteraCap-Roche-110465_S59_L002,MYL3,43.7146618794292
NexteraCap-Roche-110465_S59_L002,RB1,45.18885466575404
NexteraCap-Roche-110465_S59_L002,TSC1,43.734701119097274
NexteraCap-Roche-110465_S59_L002,MYH11,43.14230351673046
NexteraCap-Roche-110465_S59_L002,BRCA1,41.57159002409002
NexteraCap-Roche-110465_S59_L002,TNNI3,45.42194261762676
NexteraCap-Roche-110465_S59_L002,PRKAG2,44.935516565314195
NexteraCap-Roche-110465_S59_L002,CACNA1S,43.30200715877178
NexteraCap-Roche-110465_S59_L002,PMS2,44.009639117243715
NexteraCap-Roche-110465_S59_L002,TGFBR1,40.01747017287558
NexteraCap-Roche-110465_S59_L002,BMPR1A,42.24385126031088
NexteraCap-Roche-110465_S59_L002,TP53,42.50156301378872
NexteraCap-Roche-110465_S59_L002,WT1,50.37819858712716
NexteraCap-Roche-110465_S59_L002,LMNA,43.86601075806811
NexteraCap-Roche-110465_S59_L002,MYBPC3,42.51116658215186
NexteraCap-Roche-110465_S59_L002,BRCA2,44.761387950450455
NexteraCap-Roche-110465_S59_L002,COL3A1,44.16990136973789
NexteraCap-Roche-110465_S59_L002,TGFBR2,44.32212271901988
NexteraCap-Roche-110465_S59_L002,RET,43.95318656346229
NexteraCap-Roche-110465_S59_L002,SDHB,45.98667030248663
NexteraCap-Roche-110465_S59_L002,MYH7,43.7508673302767
NexteraCap-Roche-110465_S59_L002,DSP,41.62942999585946
NexteraCap-Roche-110465_S59_L002,LDLR,42.57288373525266
NexteraCap-Roche-110465_S59_L002,TSC2,44.305371230417094
NexteraCap-Roche-110465_S59_L002,VHL,48.861554512258735
NexteraCap-Roche-110465_S59_L002,OTC,46.60277440259214
NexteraCap-Roche-110465_S59_L002,APOB,41.99536871247337
NexteraCap-Roche-110465_S59_L002,MEN1,42.51830954926446
NexteraCap-Roche-110465_S59_L002,SDHAF2,36.398069498069496
NexteraCap-Roche-110465_S59_L002,RYR1,43.59689476921934
NexteraCap-Roche-110465_S59_L002,TPM1,44.200279352133066
NexteraCap-Roche-110465_S59_L002,SDHC,42.67847769028871
NexteraCap-Roche-110465_S59_L002,STK11,46.26421433663354
NexteraCap-Roche-110465_S59_L002,MLH1,44.94340218756928
NexteraCap-Roche-110465_S59_L002,MSH2,42.978191344246035
NexteraCap-Roche-110465_S59_L002,APC,43.016984484058725
NexteraCap-Roche-110465_S59_L002,KCNH2,42.20699986700766
NexteraCap-Roche-110465_S59_L002,PCSK9,46.48623025623026
NexteraCap-Roche-110465_S59_L002,GLA,40.61564450528233
AgilentQXT-Roche-110465_S37_L002,SMAD3,45.03998496273651
AgilentQXT-Roche-110465_S37_L002,DSG2,43.07263267796452
AgilentQXT-Roche-110465_S37_L002,SMAD4,44.65525909617088
AgilentQXT-Roche-110465_S37_L002,KCNQ1,46.8819859427382
AgilentQXT-Roche-110465_S37_L002,ACTC1,44.04683988766612
AgilentQXT-Roche-110465_S37_L002,SCN5A,44.18386888399189
AgilentQXT-Roche-110465_S37_L002,MYL2,47.37625482267238
AgilentQXT-Roche-110465_S37_L002,DSC2,44.16550248736535
AgilentQXT-Roche-110465_S37_L002,PKP2,43.59571982464606
AgilentQXT-Roche-110465_S37_L002,PTEN,43.470235072527736
AgilentQXT-Roche-110465_S37_L002,MUTYH,44.6936553229512
AgilentQXT-Roche-110465_S37_L002,RYR2,44.55783975089001
AgilentQXT-Roche-110465_S37_L002,ATP7B,43.992280490779336
AgilentQXT-Roche-110465_S37_L002,ACTA2,45.014443843716805
AgilentQXT-Roche-110465_S37_L002,FBN1,45.196664866346474
AgilentQXT-Roche-110465_S37_L002,NF2,45.573579028917145
AgilentQXT-Roche-110465_S37_L002,TNNT2,47.2753961085336
AgilentQXT-Roche-110465_S37_L002,MSH6,41.80058044091881
AgilentQXT-Roche-110465_S37_L002,TMEM43,46.446544388008064
AgilentQXT-Roche-110465_S37_L002,MYL3,47.35230783021723
AgilentQXT-Roche-110465_S37_L002,RB1,44.265272080932675
AgilentQXT-Roche-110465_S37_L002,TSC1,43.899582261254885
AgilentQXT-Roche-110465_S37_L002,MYH11,44.82084092964669
AgilentQXT-Roche-110465_S37_L002,BRCA1,42.44620331112683
AgilentQXT-Roche-110465_S37_L002,TNNI3,46.26351455946243
AgilentQXT-Roche-110465_S37_L002,PRKAG2,45.04028504623215
AgilentQXT-Roche-110465_S37_L002,CACNA1S,45.829951452864535
AgilentQXT-Roche-110465_S37_L002,PMS2,43.567488280248824
AgilentQXT-Roche-110465_S37_L002,TGFBR1,43.857832117269766
AgilentQXT-Roche-110465_S37_L002,BMPR1A,44.37333174237906
AgilentQXT-Roche-110465_S37_L002,TP53,45.07585921857198
AgilentQXT-Roche-110465_S37_L002,WT1,44.587835301094984
AgilentQXT-Roche-110465_S37_L002,LMNA,45.33647482433383
AgilentQXT-Roche-110465_S37_L002,MYBPC3,45.71684023020499
AgilentQXT-Roche-110465_S37_L002,BRCA2,41.40239489789998
AgilentQXT-Roche-110465_S37_L002,COL3A1,45.49525639346279
AgilentQXT-Roche-110465_S37_L002,TGFBR2,43.52475551951628
AgilentQXT-Roche-110465_S37_L002,RET,45.42522967328888
AgilentQXT-Roche-110465_S37_L002,SDHB,45.06661079310667
AgilentQXT-Roche-110465_S37_L002,MYH7,44.838898413549316
AgilentQXT-Roche-110465_S37_L002,DSP,42.59789631896683
AgilentQXT-Roche-110465_S37_L002,LDLR,44.642321525001
AgilentQXT-Roche-110465_S37_L002,TSC2,45.60972987789431
AgilentQXT-Roche-110465_S37_L002,VHL,43.660758244441055
AgilentQXT-Roche-110465_S37_L002,OTC,44.83064024422385
AgilentQXT-Roche-110465_S37_L002,APOB,41.9800636218915
AgilentQXT-Roche-110465_S37_L002,MEN1,44.18337185246676
AgilentQXT-Roche-110465_S37_L002,SDHAF2,42.68490916749795
AgilentQXT-Roche-110465_S37_L002,RYR1,45.613472238417316
AgilentQXT-Roche-110465_S37_L002,TPM1,44.462716410668044
AgilentQXT-Roche-110465_S37_L002,SDHC,43.72994320082299
AgilentQXT-Roche-110465_S37_L002,STK11,45.63433593606289
AgilentQXT-Roche-110465_S37_L002,MLH1,44.767826259517896
AgilentQXT-Roche-110465_S37_L002,MSH2,43.026415543440514
AgilentQXT-Roche-110465_S37_L002,APC,42.19727792423611
AgilentQXT-Roche-110465_S37_L002,KCNH2,44.45014135728051
AgilentQXT-Roche-110465_S37_L002,PCSK9,45.706951336372605
AgilentQXT-Roche-110465_S37_L002,GLA,44.227818708610194
Nextera-IDT-GIAB_S50_L002,SMAD3,44.67409882720036
Nextera-IDT-GIAB_S50_L002,DSG2,42.97651498981836
Nextera-IDT-GIAB_S50_L002,SMAD4,43.88127169515798
Nextera-IDT-GIAB_S50_L002,KCNQ1,43.35549701600703
Nextera-IDT-GIAB_S50_L002,ACTC1,44.0510991768645
Nextera-IDT-GIAB_S50_L002,SCN5A,42.92051613722146
Nextera-IDT-GIAB_S50_L002,MYL2,45.490588350016495
Nextera-IDT-GIAB_S50_L002,DSC2,44.060460603843055
Nextera-IDT-GIAB_S50_L002,PKP2,43.163914162368144
Nextera-IDT-GIAB_S50_L002,PTEN,44.62058491757232
Nextera-IDT-GIAB_S50_L002,MUTYH,43.64489302796133
Nextera-IDT-GIAB_S50_L002,RYR2,44.22562195206073
Nextera-IDT-GIAB_S50_L002,ATP7B,43.716940418860645
Nextera-IDT-GIAB_S50_L002,ACTA2,44.96389629833931
Nextera-IDT-GIAB_S50_L002,FBN1,43.76947369272336
Nextera-IDT-GIAB_S50_L002,NF2,45.12199290076877
Nextera-IDT-GIAB_S50_L002,TNNT2,45.07605864487476
Nextera-IDT-GIAB_S50_L002,MSH6,42.17513920152865
Nextera-IDT-GIAB_S50_L002,TMEM43,45.511364543734686
Nextera-IDT-GIAB_S50_L002,MYL3,43.55846856818107
Nextera-IDT-GIAB_S50_L002,RB1,44.03285540748301
Nextera-IDT-GIAB_S50_L002,TSC1,44.119120223890036
Nextera-IDT-GIAB_S50_L002,MYH11,43.286841486120764
Nextera-IDT-GIAB_S50_L002,BRCA1,43.25690650573336
Nextera-IDT-GIAB_S50_L002,TNNI3,44.410560914372
Nextera-IDT-GIAB_S50_L002,PRKAG2,44.207610025804456
Nextera-IDT-GIAB_S50_L002,CACNA1S,44.657982324380605
Nextera-IDT-GIAB_S50_L002,PMS2,43.8412888827964
Nextera-IDT-GIAB_S50_L002,TGFBR1,44.322370577489934
Nextera-IDT-GIAB_S50_L002,BMPR1A,44.107839599517455
Nextera-IDT-GIAB_S50_L002,TP53,44.39401987680979
Nextera-IDT-GIAB_S50_L002,WT1,44.50776870963292
Nextera-IDT-GIAB_S50_L002,LMNA,42.78275113452344
Nextera-IDT-GIAB_S50_L002,MYBPC3,43.811616558108916
Nextera-IDT-GIAB_S50_L002,BRCA2,42.26630848651257
Nextera-IDT-GIAB_S50_L002,COL3A1,44.76737984884114
Nextera-IDT-GIAB_S50_L002,TGFBR2,42.935423082110326
Nextera-IDT-GIAB_S50_L002,RET,43.37662173125577
Nextera-IDT-GIAB_S50_L002,SDHB,44.06731951538408
Nextera-IDT-GIAB_S50_L002,MYH7,43.409315117027866
Nextera-IDT-GIAB_S50_L002,DSP,42.96423473498345
Nextera-IDT-GIAB_S50_L002,LDLR,43.409342412678036
Nextera-IDT-GIAB_S50_L002,TSC2,43.652518121121915
Nextera-IDT-GIAB_S50_L002,VHL,44.273885428022055
Nextera-IDT-GIAB_S50_L002,OTC,43.84699318865699
Nextera-IDT-GIAB_S50_L002,APOB,42.37218725204752
Nextera-IDT-GIAB_S50_L002,MEN1,42.571927362567614
Nextera-IDT-GIAB_S50_L002,SDHAF2,43.3340515019249
Nextera-IDT-GIAB_S50_L002,RYR1,43.88714692748509
Nextera-IDT-GIAB_S50_L002,TPM1,43.36755629308993
Nextera-IDT-GIAB_S50_L002,SDHC,44.42536886855743
Nextera-IDT-GIAB_S50_L002,STK11,42.988141817723694
Nextera-IDT-GIAB_S50_L002,MLH1,44.39420806381782
Nextera-IDT-GIAB_S50_L002,MSH2,43.73524350813242
Nextera-IDT-GIAB_S50_L002,APC,42.10537033424075
Nextera-IDT-GIAB_S50_L002,KCNH2,42.99600883246186
Nextera-IDT-GIAB_S50_L002,PCSK9,43.05910556580103
Nextera-IDT-GIAB_S50_L002,GLA,44.6933558356789
AgilentQXT-Roche-1501199_S1_L001,SMAD3,48.727525743494425
AgilentQXT-Roche-1501199_S1_L001,DSG2,45.41694178676035
AgilentQXT-Roche-1501199_S1_L001,SMAD4,46.77054736480363
AgilentQXT-Roche-1501199_S1_L001,KCNQ1,47.52819850828445
AgilentQXT-Roche-1501199_S1_L001,ACTC1,45.610566316912
AgilentQXT-Roche-1501199_S1_L001,SCN5A,46.55126366614376
AgilentQXT-Roche-1501199_S1_L001,MYL2,47.44099387414664
AgilentQXT-Roche-1501199_S1_L001,DSC2,45.21056329622335
AgilentQXT-Roche-1501199_S1_L001,PKP2,45.55041413695214
AgilentQXT-Roche-1501199_S1_L001,PTEN,46.41383055391815
AgilentQXT-Roche-1501199_S1_L001,MUTYH,46.94470722214993
AgilentQXT-Roche-1501199_S1_L001,RYR2,46.01011994291561
AgilentQXT-Roche-1501199_S1_L001,ATP7B,45.67019818365905
AgilentQXT-Roche-1501199_S1_L001,ACTA2,46.166265048234706
AgilentQXT-Roche-1501199_S1_L001,FBN1,46.9352517884292
AgilentQXT-Roche-1501199_S1_L001,NF2,47.14126372391461
AgilentQXT-Roche-1501199_S1_L001,TNNT2,48.63294315986703
AgilentQXT-Roche-1501199_S1_L001,MSH6,43.63320636519934
AgilentQXT-Roche-1501199_S1_L001,TMEM43,48.03911938717851
AgilentQXT-Roche-1501199_S1_L001,MYL3,47.890424603193914
AgilentQXT-Roche-1501199_S1_L001,RB1,45.32748809801689
AgilentQXT-Roche-1501199_S1_L001,TSC1,45.712630599144674
AgilentQXT-Roche-1501199_S1_L001,MYH11,46.358233071397834
AgilentQXT-Roche-1501199_S1_L001,BRCA1,43.94344152033329
AgilentQXT-Roche-1501199_S1_L001,TNNI3,48.85686527514525
AgilentQXT-Roche-1501199_S1_L001,PRKAG2,45.64775855417357
AgilentQXT-Roche-1501199_S1_L001,CACNA1S,47.352774221262734
AgilentQXT-Roche-1501199_S1_L001,PMS2,45.44584642244232
AgilentQXT-Roche-1501199_S1_L001,TGFBR1,44.821137019386526
AgilentQXT-Roche-1501199_S1_L001,BMPR1A,46.10395298288748
AgilentQXT-Roche-1501199_S1_L001,TP53,46.07188867694472
AgilentQXT-Roche-1501199_S1_L001,WT1,46.34114410593602
AgilentQXT-Roche-1501199_S1_L001,LMNA,47.01456831634384
AgilentQXT-Roche-1501199_S1_L001,MYBPC3,47.43197076275713
AgilentQXT-Roche-1501199_S1_L001,BRCA2,42.37694329303197
AgilentQXT-Roche-1501199_S1_L001,COL3A1,47.413920109737866
AgilentQXT-Roche-1501199_S1_L001,TGFBR2,45.8824367061871
AgilentQXT-Roche-1501199_S1_L001,RET,46.42847548835844
AgilentQXT-Roche-1501199_S1_L001,SDHB,46.692006853061436
AgilentQXT-Roche-1501199_S1_L001,MYH7,46.0127357169525
AgilentQXT-Roche-1501199_S1_L001,DSP,44.24774109547242
AgilentQXT-Roche-1501199_S1_L001,LDLR,45.810587259621975
AgilentQXT-Roche-1501199_S1_L001,TSC2,47.53574518640776
AgilentQXT-Roche-1501199_S1_L001,VHL,45.06232866738403
AgilentQXT-Roche-1501199_S1_L001,OTC,45.977613628596295
AgilentQXT-Roche-1501199_S1_L001,APOB,43.24887922838765
AgilentQXT-Roche-1501199_S1_L001,MEN1,45.60964601901423
AgilentQXT-Roche-1501199_S1_L001,SDHAF2,43.477518060624696
AgilentQXT-Roche-1501199_S1_L001,RYR1,47.28231497363129
AgilentQXT-Roche-1501199_S1_L001,TPM1,46.38592592874577
AgilentQXT-Roche-1501199_S1_L001,SDHC,46.65015358653777
AgilentQXT-Roche-1501199_S1_L001,STK11,48.30574788128692
AgilentQXT-Roche-1501199_S1_L001,MLH1,46.36979489850836
AgilentQXT-Roche-1501199_S1_L001,MSH2,44.977609783253804
AgilentQXT-Roche-1501199_S1_L001,APC,43.32325802664658
AgilentQXT-Roche-1501199_S1_L001,KCNH2,45.716875426476115
AgilentQXT-Roche-1501199_S1_L001,PCSK9,47.214047197684486
AgilentQXT-Roche-1501199_S1_L001,GLA,45.47832639005101
KAPAEnzyme-Twist-0720ME25_S19_L001,SMAD3,48.61120806323329
KAPAEnzyme-Twist-0720ME25_S19_L001,DSG2,46.75537852622951
KAPAEnzyme-Twist-0720ME25_S19_L001,SMAD4,47.540160529107524
KAPAEnzyme-Twist-0720ME25_S19_L001,KCNQ1,48.83852905525719
KAPAEnzyme-Twist-0720ME25_S19_L001,ACTC1,47.66857860127091
KAPAEnzyme-Twist-0720ME25_S19_L001,SCN5A,48.02373404895428
KAPAEnzyme-Twist-0720ME25_S19_L001,MYL2,48.49554641043975
KAPAEnzyme-Twist-0720ME25_S19_L001,DSC2,47.20229405713036
KAPAEnzyme-Twist-0720ME25_S19_L001,PKP2,47.52533371923062
KAPAEnzyme-Twist-0720ME25_S19_L001,PTEN,47.304694419085266
KAPAEnzyme-Twist-0720ME25_S19_L001,MUTYH,47.56280180272693
KAPAEnzyme-Twist-0720ME25_S19_L001,RYR2,47.7802227994305
KAPAEnzyme-Twist-0720ME25_S19_L001,ATP7B,47.51986133715615
KAPAEnzyme-Twist-0720ME25_S19_L001,ACTA2,48.89110464468749
KAPAEnzyme-Twist-0720ME25_S19_L001,FBN1,48.65267180494652
KAPAEnzyme-Twist-0720ME25_S19_L001,NF2,48.54859103735309
KAPAEnzyme-Twist-0720ME25_S19_L001,TNNT2,50.48087739526635
KAPAEnzyme-Twist-0720ME25_S19_L001,MSH6,45.69028543008603
KAPAEnzyme-Twist-0720ME25_S19_L001,TMEM43,48.83845042004059
KAPAEnzyme-Twist-0720ME25_S19_L001,MYL3,49.212397463046756
KAPAEnzyme-Twist-0720ME25_S19_L001,RB1,47.46130518786821
KAPAEnzyme-Twist-0720ME25_S19_L001,TSC1,48.155604812732655
KAPAEnzyme-Twist-0720ME25_S19_L001,MYH11,48.93732035507083
KAPAEnzyme-Twist-0720ME25_S19_L001,BRCA1,46.44147910278457
KAPAEnzyme-Twist-0720ME25_S19_L001,TNNI3,48.178848831732196
KAPAEnzyme-Twist-0720ME25_S19_L001,PRKAG2,48.54805229543352
KAPAEnzyme-Twist-0720ME25_S19_L001,CACNA1S,48.748641907032116
KAPAEnzyme-Twist-0720ME25_S19_L001,PMS2,47.19971559521655
KAPAEnzyme-Twist-0720ME25_S19_L001,TGFBR1,47.48852228998866
KAPAEnzyme-Twist-0720ME25_S19_L001,BMPR1A,47.61117261261357
KAPAEnzyme-Twist-0720ME25_S19_L001,TP53,48.71763629751611
KAPAEnzyme-Twist-0720ME25_S19_L001,WT1,48.40859895891051
KAPAEnzyme-Twist-0720ME25_S19_L001,LMNA,46.99429941322324
KAPAEnzyme-Twist-0720ME25_S19_L001,MYBPC3,48.82448071986666
KAPAEnzyme-Twist-0720ME25_S19_L001,BRCA2,45.21952816958237
KAPAEnzyme-Twist-0720ME25_S19_L001,COL3A1,48.56660487430718
KAPAEnzyme-Twist-0720ME25_S19_L001,TGFBR2,47.49378932532402
KAPAEnzyme-Twist-0720ME25_S19_L001,RET,48.343690793033325
KAPAEnzyme-Twist-0720ME25_S19_L001,SDHB,49.08829180794223
KAPAEnzyme-Twist-0720ME25_S19_L001,MYH7,48.78104518657902
KAPAEnzyme-Twist-0720ME25_S19_L001,DSP,46.759729808359936
KAPAEnzyme-Twist-0720ME25_S19_L001,LDLR,48.13945225091533
KAPAEnzyme-Twist-0720ME25_S19_L001,TSC2,48.57627690356223
KAPAEnzyme-Twist-0720ME25_S19_L001,VHL,46.4079987936866
KAPAEnzyme-Twist-0720ME25_S19_L001,OTC,47.879000124533455
KAPAEnzyme-Twist-0720ME25_S19_L001,APOB,45.75098844307644
KAPAEnzyme-Twist-0720ME25_S19_L001,MEN1,47.010003736298145
