sample-name, LDLR ACTA2 MYH7 ATP7B MEN1 APOB TSC2 TNNT2 ACTC1 SCN5A TGFBR1 BMPR1A KCNQ1 GLA SMAD4 SMAD3 LMNA MUTYH CACNA1S APC SDHB PRKAG2 RET TNNI3 MYH11 BRCA1 MLH1 SDHC TMEM43 RYR1 TPM1 VHL OTC DSP MSH2 RB1 RYR2 SDHAF2 MSH6 FBN1 MYL2 WT1 BRCA2 DSG2 PKP2 PTEN DSC2 TGFBR2 TP53 MYBPC3 KCNH2 COL3A1 PMS2 PCSK9 STK11 NF2 TSC1 MYL3
Roche, 45.258542190249486 46.30944077014761 45.841842806062 45.01551636853819 45.21873220919857 42.635766339717065 47.36006047317083 48.06393290274588 45.609301697688736 45.39184712734396 44.29709079000325 44.465869563365516 48.67382358059245 45.49514984985837 45.33861935940127 47.12687149109703 46.14312252305876 46.291196975505976 47.912882116224594 43.04324739921199 46.43967828218639 45.965434574537575 46.30248442075596 46.72293948456763 45.70743246888134 43.07183979694887 45.9171578751738 45.813198110282165 47.67973906062154 46.78225131972888 45.66826056572872 44.839649410697284 45.473700705827554 43.552599415456825 44.35348159713064 44.44017734567346 45.33253036315424 44.2397355238153 42.813362682910515 45.91777670673739 48.52452254462135 45.45403418473031 41.993735411233615 44.03102894349503 44.79529645215911 43.59816079663839 45.19540826930028 44.97739561955711 46.74114971028558 47.24974732241088 45.468708498700046 46.10532727549049 44.035574259927856 47.11902820975064 47.37977823018486 46.93109318470032 45.163411841579695 48.159394983396204
Roche, 45.09410592334335 43.76488614448895 42.72167645457634 41.84187858592412 41.20543421489178 41.29475942950808 44.069265788891194 46.849464233573855 43.72130160002452 41.834803998924436 43.04831204379562 45.69187426081544 43.63603325479695 42.53621553440055 41.83541176528982 43.654033627514295 42.9984279391967 42.020492861176095 44.31960272503197 39.98468255037936 42.39872366712736 41.51065016103059 43.9879685340712 42.40311425725779 43.74714136318207 41.54326718933358 43.40100431798905 41.19506172839506 43.671469179551686 43.03255458514136 45.939608151704924 50.91324179645777 43.2387487999833 42.53395281422098 45.91121729495605 43.02102469135802 42.54785435682482 43.06650453955901 41.78286302175191 43.59402320447639 44.14268280413699 48.75201247346826 43.39448832906348 42.19609420791815 41.654960041210046 43.68021534680999 46.050980759035774 41.68137021479035 44.05749424992319 43.98725792896713 42.670009925914925 44.696109826384735 42.700298090466575 43.881918794400384 47.4883063937903 43.64723198541885 41.71573111126483 43.12526106440221
Roche, 40.42778457824094 40.2318329286023 40.00594430690279 39.848372114863565 39.538351654093795 39.15249014320814 40.349483351555286 40.68106607776149 40.09568149624789 40.02439421760261 40.50919063909232 39.89090185974114 40.11235177112249 40.23626751102414 40.210385791161535 40.04499985390206 39.79128635221455 40.07357844318464 40.34896373827232 39.15056540649354 40.96085617175325 40.68096290396395 40.455565076689616 40.06433619474112 40.326024210973046 39.600335505626305 41.070003093029115 40.753507504108754 40.31963197936674 40.07019727986176 40.61593882991403 39.670542256426735 40.514269365678 39.430323063588176 40.0987723813283 40.735668842125314 40.3964322790232 39.47710441948108 39.36603800505426 40.54527361286718 41.2443120702211 40.61900147359491 39.29977149685593 39.84142942691769 39.95840237277665 40.32953709679168 39.864267439443644 40.629077851619456 40.8661222833185 40.07411334771004 39.58397666374091 40.97330392121584 40.08262189220981 39.962746371003554 39.82908152924058 41.154511048298815 40.13995009012681 40.98817590094625
Twist, 43.302593323856954 43.74317961516829 43.533122806908985 43.72387905471486 43.7758379951232 42.62137398553929 44.05648617862824 44.49273157512733 43.25893366967986 42.77298907756706 44.167014946086724 44.23576809792262 45.235812029679785 44.15353896834762 44.06697741253354 43.657212046033955 43.353846890187306 43.23954399514187 44.07860695021871 42.541759028655655 45.74595865389671 45.600675531862414 44.6498533154623 44.157243415896886 43.79614766623129 43.41805747113978 44.254141434924264 44.301404366758106 44.624103695477665 44.33750690784238 46.93177920061553 48.24122853187427 44.42403737653641 43.59004685247731 44.65326360127903 45.70774233373838 44.49441995420644 42.59104956013554 43.17941538359099 44.924336977833185 45.68750581673362 48.33677325980733 43.189106917008715 43.79899835365947 44.898107163117544 44.73817045640808 44.56883492856781 44.05946134135634 43.93602738990807 43.89493855726639 45.42671981971043 44.59100855013688 43.990898109189814 45.08084142827891 45.93662284450545 45.15700749398164 43.89234319322627 43.66953229869624
Twist, 49.202483396787564 50.505483245561486 50.19987306678995 49.388337763426605 48.18945029583232 47.60215143276085 50.21867937397565 51.4862778765092 49.488239044364875 49.9505567883941 49.80588164886864 49.17465054562471 51.028053229917944 48.966151012495196 49.15437477994534 49.629668474387515 50.29087837649816 49.81958187458882 51.15989019318417 47.222426252529644 51.35015757920087 50.35173186974203 49.733012007817784 50.15677328707816 50.70189577139588 48.26496204986337 50.096861333815646 49.9949617100508 50.13920804113637 50.09684277109266 49.41622126232157 49.280030814813564 49.62100849165236 48.543104711211626 48.833706772168824 49.231060932769694 49.604627083741335 47.96760821534936 47.52582112432691 50.24685805766933 50.96119209218954 49.50326704041675 46.77310574008789 48.51115974886444 49.30146999581898 49.67379980557826 48.82465196158254 49.55616197928507 49.39471237922353 50.70163432961806 48.16062123421357 50.20819623660277 49.272273742966284 49.22633739289476 47.77577481013109 50.82957606641936 49.839817562401635 49.461325937750864
Twist, 47.37041784725038 48.41168089333285 48.18975933414079 47.44573016002884 47.85040309007473 45.93160292694649 48.4917335228614 48.967806487900496 47.3119324119626 47.725491942461595 47.27804868913235 47.575654276594 47.436547737928414 48.272235597047576 47.952598132948715 48.3886227362181 47.35942883736458 47.66260601194847 48.87761372114594 45.53400031893242 50.151782995849324 47.69290799083875 48.1283221944367 48.47000866875424 48.727939463712175 46.58027930306839 48.56503293943307 48.65420901696909 49.33817992929247 48.27159497218215 48.17180477909543 47.74722106407226 48.71803506021759 46.65311477782003 46.786786778066315 47.8636500274264 48.138988441527275 46.655942191182426 45.84633700920918 48.20777935725815 49.310827469336566 48.633303929754476 45.029218874965885 46.820973755826856 47.88670858255399 47.251795030093334 47.61844701598896 47.83399564964926 48.25608625046406 48.529038255223846 46.46318439378254 48.14097706577985 47.34869410322419 47.87699846013848 48.34896619650156 49.25703653459148 47.61378820739856 48.943610312000786
Twist, 46.97878111603542 47.849732379282514 47.864560337648456 47.07011926053029 48.00071922678626 44.70154017364135 48.77500943070965 49.20775682112099 48.615366652164404 47.531647542257346 47.003192073225584 45.85955524090321 49.563252803128144 47.306475760942256 46.50036171417613 48.68775799085924 47.53269460576419 47.23304915965348 49.21508567851277 43.995677415347615 47.59020683530714 46.89531692143823 48.468940503967545 48.829227565254406 47.711984053332166 45.03028213420327 46.851428057631715 47.40234889117019 49.47776517156026 48.6433466590236 46.61378504999038 45.90483176962374 47.270779356289644 45.348691189819576 45.68511992667584 46.03473727020064 46.903507821670026 46.270616802887766 44.47868714247567 47.728001332920876 50.06359272704939 47.546198588515146 43.50472102697024 45.77023099829032 46.89320779333104 45.60901984047423 46.71915523755134 47.35448342714082 48.40601780210072 49.226040384749915 47.265385218032804 47.12061280851742 45.86612214603411 48.3904492079285 47.87524416260306 47.95671052500382 46.877998021587864 49.95705283481671
Twist, 48.13945225091533 48.89110464468749 48.78104518657902 47.51986133715615 47.010003736298145 45.75098844307644 48.57627690356223 50.48087739526635 47.66857860127091 48.02373404895428 47.48852228998866 47.61117261261357 48.83852905525719 47.796433188712335 47.540160529107524 48.61120806323329 46.99429941322324 47.56280180272693 48.748641907032116 45.767319360506065 49.08829180794223 48.54805229543352 48.343690793033325 48.178848831732196 48.93732035507083 46.44147910278457 48.20817484956254 47.77347816177618 48.83845042004059 48.34463930811354 47.723399355048734 46.4079987936866 47.879000124533455 46.759729808359936 47.50975525038475 47.46130518786821 47.7802227994305 46.9044054423616 45.69028543008603 48.65267180494652 48.49554641043975 48.40859895891051 45.21952816958237 46.75537852622951 47.52533371923062 47.304694419085266 47.20229405713036 47.49378932532402 48.71763629751611 48.82448071986666 46.9549559326802 48.56660487430718 47.19971559521655 48.5458264387183 46.81201775815041 48.54859103735309 48.155604812732655 49.212397463046756
Twist, 45.00155414747916 47.069088946318764 46.38410783323744 45.746882912913655 46.02750147824766 43.650189054182626 48.06605324070551 48.66508730376594 46.37088766701576 46.78538188427275 45.4855339677281 45.28478902388017 48.09265988211725 45.639284480742376 45.50825763133072 46.69402345295682 46.362935989013934 45.30103992277233 47.51579371026674 43.76837540161169 46.94624441067941 45.60109400675032 47.41340155461005 46.99464295141354 46.620363483573776 43.81890984547637 46.47150147787792 47.46553446810395 48.07686285788561 47.37440343251915 45.41353382498728 46.59653047597398 45.83399204004086 44.43733370670547 45.44896297641484 45.2091930371438 45.90912248158081 44.66018082208992 43.940464049342324 46.444441763206505 47.87103395188451 46.67755497841207 42.661119618550245 44.707638823148834 45.91512133085864 45.32124090309902 45.014219493624964 46.27232133917806 47.07166183834873 47.48892762328285 45.81779078607355 46.28735331306037 45.251145008976145 46.659030696231106 47.12784555143348 46.700166124679235 45.782098804815966 47.98029843031152
Twist, 42.645977943544246 43.216711740742824 42.59499268043186 42.477821136885694 43.32094456673224 41.425128004287075 43.515596999981156 43.39427724746069 42.33853552643971 42.01212921927989 42.77432955098369 43.04662922558171 45.03878170800006 42.67301905139418 42.79136652888664 43.77284482038198 42.770145190359294 42.63147667349315 43.077785876978 41.72636277285338 43.24408677381327 44.2034175025046 44.080957633339175 44.275717009416596 42.93138462138465 42.54321742367257 43.14774415234094 43.14749711579408 43.5322017197543 43.24532667951081 46.35144605093138 48.98249557971329 43.64347617022335 42.365748796286134 43.283629952573584 44.01144135735725 43.209536680894146 42.50585396257973 42.765092480704936 43.92593875400361 42.98277547643394 48.00379183457914 41.90130162294272 42.639248245833905 43.17260717034998 43.76012034342375 43.428777039833236 43.179056723679665 43.23890029337119 43.12597819609774 44.37104844832941 43.65385462389012 42.77701795833372 44.70841575375105 45.453614984727565 43.529819056402076 42.72111896908772 43.891420095677375
Twist, 44.723705358981896 45.78437241750658 44.38048791656543 44.151300546787276 43.828594100968715 43.379636221235394 44.577218224220736 45.39083678942322 44.79801413078646 43.499284834625584 45.321747850361696 45.16132978679984 44.741130788211464 45.18054627142297 45.36282376787184 44.90037235463924 44.0463098101674 43.92140601859825 44.76269032717239 43.38979979401421 44.71786538575673 44.48955321195464 43.89039741461313 45.41153824223767 44.56837038947441 43.82065655112615 44.98747267235118 45.18339901038396 45.86746659704484 44.70209502532449 44.663412394406556 44.52056939348308 45.106409902720024 43.85927800966372 44.49767590948627 45.00826443066912 44.84298875798042 43.61619452065768 42.940585516930604 45.385568951629416 46.49376642890626 45.91726299819471 43.60654342386549 44.33461474111596 45.17888040720581 45.38650697998696 45.19816674490492 44.30841718385218 44.592839229767314 44.63072760410643 43.80411194200965 45.43281805219865 44.992693767534405 44.040692886456156 44.325082713715254 44.671856032697775 44.65381338146246 44.80924100154042
Twist, 43.81866183117315 45.08934294062607 44.43813341786361 44.18943565578565 43.2320720539529 43.47926703445638 44.2370975651406 45.17212563132814 44.85697439050634 43.626190368247364 45.861077636954086 45.30212762272475 45.79368639871393 44.902440291627016 45.52718827307357 45.046015710498 44.04095950583258 43.61535491537278 44.883303370540105 43.39335533893386 45.510185610585026 44.53477226609052 44.27748412804271 45.72134147574838 44.73126655934944 43.91933909434378 44.584054295059175 44.45880109474007 45.50621532364102 44.917790061608045 44.14463270264657 44.23462846615967 45.17245084956455 43.77704127827649 44.66851595859584 44.93586397006936 44.82613103233517 43.91482524514358 43.41861848077715 45.49097453474464 45.24148491882014 44.43502982276994 43.464468888516826 44.4626826337442 44.556115347713074 45.61264564079285 44.453457190106526 44.415821769283525 44.53060679905793 44.630976283908836 43.26594806389883 44.93169913107861 44.44072557622098 45.89970726660599 43.80952880125902 45.29298673802568 44.61801762528543 45.10490840371232
Twist, 43.42796588805314 44.563371213003265 43.28900404760069 43.43854656560865 43.36824277092379 42.674235161885576 43.35758696295499 44.59250201480476 43.507720250287456 43.11517200628067 44.733072884792286 43.946526439662314 45.49303159818549 43.65781328632878 44.149164560840575 43.23956644108977 43.532499969715566 43.209687990903 43.56605794575742 42.95147419509225 43.551823852033756 44.19411183213047 43.531842710597175 43.991739894347006 43.780564463883735 43.124717186724745 43.897194192153705 43.61116204567214 44.0792092719 43.54169004204989 43.92205550824729 42.48769343651479 44.32429959702315 42.75598657692566 43.96439628456069 43.63122742287795 43.991979173119496 43.042973184314555 42.504809925419636 44.32584700035311 44.24821602941865 43.93894733072407 42.35252124008864 43.318121998192 42.69258991854795 44.02337188342579 43.50012625143392 43.790838565460845 44.109070453076825 43.27549486256177 42.779955574670225 44.400249335041465 43.46420905376476 42.91536371089183 44.11382006713721 44.48542600266715 43.42750696086175 44.19004568484338
Twist, 47.099864633245396 47.326939065722065 47.61732915622558 46.746745057906836 47.24875768616797 44.44572664685232 48.35713744333809 49.582629198783245 48.0652979502652 47.21680015436577 46.59393604068425 46.50817196351994 49.27415219031285 47.29983569995985 46.86193116336037 48.7049648645273 48.57272401283202 47.37357603048187 48.70439944953049 44.273152602370295 47.74451561806389 47.10706686603329 48.44949839292749 48.807414320923094 47.68473039609083 44.54578691604925 46.11517031917915 47.48531128670386 49.39393991811606 48.338380334979654 46.48114351289449 46.92071942053144 47.02532254159794 45.13740059252229 45.80810687855265 45.93847151693682 46.53871692000131 45.856829273561104 44.64146129252692 47.420197226189124 48.943901226434214 47.34172935643542 43.49868364422124 45.50155749591754 47.054120002920406 46.608338763000155 46.9498090957089 47.06969376669379 47.472529706878916 48.69419976162233 46.85187704313414 47.02787257874731 46.038855035725575 48.00850974836257 47.374948491677486 48.227134438894446 46.64837001410786 48.11975045505019
Twist, 45.05411898609865 45.72831522596303 45.4471009995304 44.325607599005814 44.85371763799583 42.646755748127234 46.13429389845008 46.11629394065172 45.24069778088561 44.653772089160746 44.08785014404664 43.773980180574824 47.033563121708575 45.248698283123794 44.16987851337849 45.37565612211351 44.665838434653075 44.12391998834453 46.165436472738534 42.56116327827111 44.685006346230665 44.3117210271477 46.32057450317468 46.0743337228986 45.319380766257254 42.92783849326771 45.01814376421614 45.46551169372028 46.728281716526254 45.863416376997215 44.15831634989761 45.045137608115574 44.74981209060734 42.97098136022515 43.91053572212771 43.91892250010845 44.57180974107312 44.68389461568658 42.53321540166588 45.0664520962908 46.30467528325346 44.876003571348264 41.7504093443256 43.8282227138161 45.26946023812383 44.454695600164335 44.52163995169638 44.520282697694874 45.10662336083319 46.29000185434428 44.91817803306214 44.92289891036528 44.53611890897926 45.68275223887661 45.40242643491145 45.53294793342344 44.70754667576501 45.3023077287482
Twist, 42.51468691293089 43.21495420283228 42.845513768284526 42.257324732666326 42.62299586951916 41.57710921885697 43.38017998871822 43.78139931841596 42.354314400200096 42.46992431793235 42.8218030747415 43.54106956389865 44.079532667047076 42.903489756462754 43.17906559193873 42.90061816096429 42.22500194533803 42.47926703548225 42.9077277594172 41.59334164833936 44.41955222403081 43.94951434927153 44.164008247790555 43.823079500312446 43.08014319843269 42.29133434783797 43.490718027010374 43.333910196176994 43.62623469273739 43.622211871003955 45.44421631778898 49.97303428352471 43.59034030399612 42.38065958960269 42.56370079275651 45.3000334632119 43.306548778274724 42.142616369450465 42.46585408431569 43.92723096206217 43.387883885736414 45.94710942408887 42.171515885849146 42.40710128113947 42.82554557245802 43.93098007691583 43.37882511154419 42.94964581120579 43.24310674166213 43.16222810687236 44.536928350299874 43.579999143708804 42.87617259309882 44.587932272176594 44.77501305551941 43.28889798473396 43.24388374921965 42.542903827224485
Twist, 44.759790835927916 46.16805134209251 45.13041396261374 45.21955430993966 44.53841339563526 43.99555479757405 45.334210723814664 46.5167196147131 45.98065263860442 44.443339634013064 45.713473775785175 45.172983970465296 47.199103609428825 46.92862660990072 45.379220582653474 45.928265836582206 44.43726276081527 44.47904969244211 45.56361336240625 44.022485046526796 44.63181183380577 45.50822937654067 45.1991203038876 45.53739752978686 45.285969786347316 44.51028119724547 46.20287734944278 46.56790302243891 46.00573038158094 45.29776205236783 45.26625168013075 45.577136452431326 45.69204384681736 44.2461215054519 45.35087598358643 46.22619072055439 45.67667998923177 44.722066407948624 44.09159632261456 46.26070147938044 46.40067449334235 46.04409346039729 43.9418778522319 45.04714497882595 44.71854381292439 46.2468840924307 46.042348329028705 44.77133476137608 45.339592186520306 45.32154237400734 44.484838319905684 46.01023619499918 45.3871684320845 46.073096042257404 45.232105743602695 45.73187526867589 45.0548015861839 45.49254754647745
Twist, 42.62355949286292 43.73574364125954 42.96904617583832 42.62619134749205 43.082332159892644 41.89556199684918 43.41757330524481 44.79171082125983 42.97314973152568 42.15133855064078 42.50855199696882 43.83727090435804 44.97044310429585 43.56955495187248 43.61400310387066 43.419292111119695 43.30929816450222 42.83523952874367 43.4471507973742 42.168348846658894 45.06198558701876 44.674369431004955 44.25160703206851 44.298000705708475 43.12440131288483 42.49660561138885 43.604885382781326 43.1487812083598 44.299057179625756 43.46153507274145 47.296384964913 48.38421750399359 43.86830095732719 42.682523611000626 43.207847580379884 45.33268629587474 43.44792554187157 42.53726900912087 42.32209866739962 44.22526335807915 45.54644524610216 49.187887779993474 42.31186823820946 42.98153765148149 44.05074271160065 44.46192524063945 43.77498641320206 43.24444001998644 43.52353826463756 43.221990972646324 44.686827246286 44.10913113936765 43.15789656081309 44.19394034955403 45.09824174563112 44.2681559465238 43.11023711521906 43.09879411403207
Twist, 42.112759769919144 42.87436985029211 42.47199632061283 41.92594457402704 42.29050529620304 41.031027959570665 42.49585486542753 43.70895059901805 41.67081009265157 42.05461921069874 42.936849621405074 42.26026653469988 43.391063264946986 42.931092414641284 42.306217921686304 42.06139589653306 41.79521308132917 42.08388220446347 42.805658524834435 40.981449773975264 44.737586329666385 43.01313099924073 42.72784839242358 42.910582651303656 42.683283636218846 41.7526163824932 42.85410469458077 42.836656230604945 43.48572817443733 42.48723207929689 42.57114967830683 42.084181496419504 42.52299119390206 41.37415637184044 42.00786224481796 42.049246567897924 42.64702047665788 41.20742852491124 40.87186267335543 42.8337007175032 43.13894038293005 42.469167929731896 40.63000487428065 41.783371563598806 41.91210474807325 41.570613167741485 42.269934470598976 41.90883115835353 43.20564510829562 42.64625483455257 41.41796456666074 42.835300039077595 41.84751429453707 42.417159000793134 42.26234355969867 42.82874285945445 42.1705745005634 42.77956524592261
