sample-name,LDLR ACTA2 MYH7 ATP7B MEN1 APOB TSC2 TNNT2 ACTC1 SCN5A TGFBR1 BMPR1A KCNQ1 GLA SMAD4 SMAD3 LMNA MUTYH CACNA1S APC SDHB PRKAG2 RET TNNI3 MYH11 BRCA1 MLH1 SDHC TMEM43 RYR1 TPM1 VHL OTC DSP MSH2 RB1 RYR2 SDHAF2 MSH6 FBN1 MYL2 WT1 BRCA2 DSG2 PKP2 PTEN DSC2 TGFBR2 TP53 MYBPC3 KCNH2 COL3A1 PMS2 PCSK9 STK11 NF2 TSC1 MYL3
Nextera-0720ME25,42.9102577905 43.7657775702 42.61891556 42.3027695847 41.2730176556 41.3328647903 43.0085912487 44.354752987 42.8459305644 42.3607507061 44.0902401789 42.7171921076 44.512603562 42.631876433 43.4970965524 42.4151611263 41.9740418251 42.1597085032 43.1367778619 41.4798636295 43.5812315443 43.6367603925 42.9806471908 44.0265459899 42.6873030835 42.2280795074 42.5490000888 42.8359977738 45.1586352872 43.1609266104 43.5020445509 42.6720229594 42.3598413906 41.730870268 42.4571234258 43.4299028922 43.5475049458 41.5130067138 41.6069347013 42.9977917278 44.054432423 43.2173062581 41.4567465909 42.109261619 42.210892836 44.2181513189 42.8952923747 42.2421681863 44.373338591 42.7492930189 42.3651867957 43.7324997385 43.0210017272 43.4737580154 42.6839378722 43.3180960496 42.8492965071 42.3595986205
Nextera-110465,43.776479551 43.7592284058 43.2700309583 43.490707912 42.4443579994 41.9709807649 44.1280981432 45.10216133 42.9356725526 42.8666475599 44.7069473091 43.1056186072 45.1758083141 44.6702291505 44.9293603811 43.4517793515 43.2998200038 42.6332489506 44.35312513 42.109160643 44.1133970015 44.4976945754 44.067436761 44.8170387496 43.7925078768 42.6882117011 44.5605168513 43.2695592241 45.6770544214 43.6202644552 43.708310344 42.9004412005 44.2282856697 42.3751977349 43.9390988305 44.2907976321 44.1840473034 43.2562507325 42.2164817023 45.0793163081 46.0949101941 44.2689942757 42.1384554837 43.4662171783 43.0057670915 42.9416396946 44.445151576 43.3816381631 43.5871561053 43.3602063143 42.3642300661 44.7242673666 42.8922575138 43.1222069194 43.058969221 45.1895584683 43.9661162692 43.8362997879
Nextera-110465,43.3625455899 44.2763952616 43.7195290988 43.6569187958 43.0014334155 42.40459206 44.0119218092 45.6696250807 44.3031355366 43.0807336624 44.653393443 44.7386160152 44.5970982603 44.8547604544 42.9686179997 43.4494338819 43.0307409949 42.5291809293 44.6572068988 42.6304339911 45.3026922241 44.1492913844 43.7210163167 44.6897729614 43.8910052185 43.4275226832 44.4989586282 46.3999287563 44.4966599642 44.210826514 44.3734884281 43.4164912062 44.937812657 42.9815445838 43.5780483247 44.3245554009 44.2835511474 42.0560396074 42.3925164702 44.4061169288 44.6244171847 44.9653171886 42.1245679341 43.2586667089 44.1355314182 44.6807544385 44.1168204417 43.8602714727 44.412882205 43.6829481079 43.2238333523 44.7447845161 43.4811672296 44.5725057633 43.7348532379 44.2162649515 43.7974231721 44.709428233
Nextera-110465,41.2817198268 41.7698808033 41.2814316509 40.9404685805 40.4556648945 40.3132473675 41.268808209 43.8183513787 41.3896015648 40.4405262353 41.4007605479 40.8498270794 41.7927401567 41.4808949661 40.9455842058 41.645517492 40.7876380975 40.6573155386 41.6039829217 39.7927932169 42.1555820742 41.8987844747 41.4221215899 41.4734311428 42.1660792972 40.7835620345 40.9705135676 41.9575638021 41.786852006 41.0962781559 41.0406836846 40.3000381362 41.3096098436 40.2013244548 40.5494665416 41.6079755429 41.675737539 41.3813361855 39.6773053905 42.2725764929 42.3845728075 41.4565656619 39.6267791065 40.533201299 41.3766117674 40.468096071 41.1048558836 40.8232344408 41.3188673936 41.3100671105 40.5232273795 41.3028281643 41.3672767988 40.7882303268 40.7720787448 41.7041964339 41.1486638311 41.0388861285
Nextera-110465,44.7597908359 46.1680513421 45.1304139626 45.2195543099 44.5384133956 43.9955547976 45.3342107238 46.5167196147 45.9806526386 44.443339634 45.7134737758 45.1729839705 47.1991036094 46.9286266099 45.3792205827 45.9282658366 44.4372627608 44.4790496924 45.5636133624 44.0224850465 44.6318118338 45.5082293765 45.1991203039 45.5373975298 45.2859697863 44.5102811972 46.2028773494 46.5679030224 46.0057303816 45.2977620524 45.2662516801 45.5771364524 45.6920438468 44.2461215055 45.3508759836 46.2261907206 45.6766799892 44.7220664079 44.0915963226 46.2607014794 46.4006744933 46.0440934604 43.9418778522 45.0471449788 44.7185438129 46.2468840924 46.042348329 44.7713347614 45.3395921865 45.321542374 44.4848383199 46.010236195 45.3871684321 46.0730960423 45.2321057436 45.7318752687 45.0548015862 45.4925475465
Nextera-1501199,43.4279658881 44.563371213 43.2890040476 43.4385465656 43.3682427709 42.6742351619 43.357586963 44.5925020148 43.5077202503 43.1151720063 44.7330728848 43.9465264397 45.4930315982 43.6578132863 44.1491645608 43.2395664411 43.5324999697 43.2096879909 43.5660579458 42.9514741951 43.551823852 44.1941118321 43.5318427106 43.9917398943 43.7805644639 43.1247171867 43.8971941922 43.6111620457 44.0792092719 43.541690042 43.9220555082 42.4876934365 44.324299597 42.7559865769 43.9643962846 43.6312274229 43.9919791731 43.0429731843 42.5048099254 44.3258470004 44.2482160294 43.9389473307 42.3525212401 43.3181219982 42.6925899185 44.0233718834 43.5001262514 43.7908385655 44.1090704531 43.2754948626 42.7799555747 44.400249335 43.4642090538 42.9153637109 44.1138200671 44.4854260027 43.4275069609 44.1900456848
Nextera-1501199,43.9799415417 44.5112009475 43.7799606968 43.7777920981 42.5290692007 42.7345844195 44.4207027174 46.147538822 44.0742088882 43.7272661749 45.3191699415 44.6367080341 46.0857670538 44.9008623832 44.0766859445 45.5696259082 43.5027725392 44.0290000186 44.6907439498 42.8625910188 45.1055561479 44.5988256594 43.8828288675 45.5559849855 43.7944695338 43.707834194 44.6854059756 46.2378987357 45.0088719615 44.371642573 45.2944940531 45.1365593236 44.886770297 43.1947783842 44.6691919579 45.5897275147 44.7739062842 44.610318619 42.2859358172 45.4079243166 46.2213109375 44.0616214684 42.8658198603 44.0814765565 43.1048863348 44.4970288267 44.9514339811 44.7886668885 44.5312046668 44.0252443635 42.9374894266 44.9003304464 43.9716961883 43.5556062573 42.8680696227 44.4955991567 44.5179086282 44.6967317544
Nextera-1501199,42.32678316 43.4324867685 42.660983629 42.9618507122 41.6492358893 41.4595961144 42.5983830968 45.2350176444 42.8780390032 42.4589012326 44.040670384 43.3303968564 43.8508887561 43.5702836722 42.9758666569 44.1520819519 42.1065911137 42.0306795467 43.16005054 41.4044193301 43.9902647991 43.4409583302 42.5696628271 43.2572717342 42.8539214897 42.6242367646 43.8469285048 42.8404483063 44.4352862641 43.0520743251 43.346236622 43.7635688995 42.495253232 42.10401036 43.042676256 43.8047452157 43.3887526832 42.0745056838 41.3219628357 43.2527990587 43.894422657 44.3790514349 41.5318087837 41.8683535147 42.880350981 43.0852813303 42.6092439065 42.2326732997 41.8834477648 42.771823831 42.1959608702 43.9840055483 42.7437168818 42.8913049313 43.1326756598 43.9750541905 42.9863679805 42.9247641066
Nextera-1501199,41.5392444935 42.1106729136 41.1613532064 40.7866105912 40.6778338619 40.3212491657 41.5045386953 43.0793905446 41.51526022 40.6871410986 41.9444063185 40.8666686518 42.247175663 41.1036444941 40.7214145886 41.8578359733 40.90581327 40.4375330827 41.6591957778 39.7363249152 41.8487110155 41.9540161107 41.3079686309 41.6838496224 41.8703949608 40.6535791415 40.9737407964 41.784689115 41.9761722909 41.1108788184 41.6019492815 40.000934966 41.6904119176 40.2058514844 41.33469343 41.4534568873 41.432570918 41.0064394538 39.6299271861 42.2675495022 43.1661506252 41.5648599244 39.6720440323 40.3843533448 41.026390477 40.7076855467 41.5088024032 40.9959927614 41.2468684756 41.0832789678 40.3289734608 41.3928493695 41.1270541492 40.7203042279 40.419124277 41.6434762354 41.2040748444 41.6604609936
Nextera-GIAB,44.723705359 45.7843724175 44.3804879166 44.1513005468 43.828594101 43.3796362212 44.5772182242 45.3908367894 44.7980141308 43.4992848346 45.3217478504 45.1613297868 44.7411307882 45.1805462714 45.3628237679 44.9003723546 44.0463098102 43.9214060186 44.7626903272 43.389799794 44.7178653858 44.489553212 43.8903974146 45.4115382422 44.5683703895 43.8206565511 44.9874726724 45.1833990104 45.867466597 44.7020950253 44.6634123944 44.5205693935 45.1064099027 43.8592780097 44.4976759095 45.0082644307 44.842988758 43.6161945207 42.9405855169 45.3855689516 46.4937664289 45.9172629982 43.6065434239 44.3346147411 45.1788804072 45.38650698 45.1981667449 44.3084171839 44.5928392298 44.6307276041 43.804111942 45.4328180522 44.9926937675 44.0406928865 44.3250827137 44.6718560327 44.6538133815 44.8092410015
Nextera-GIAB,43.6339495082 44.2234329757 42.5897376144 42.7666002724 42.095818412 41.7967138074 43.1522200075 44.376975628 42.773072683 42.2157409916 44.5099380368 43.3138712773 44.386119042 43.7320274225 43.7650696379 42.7022790139 42.5256357153 42.7923231215 43.9251776757 41.6498183341 44.6091111677 44.340101934 43.3823530351 44.6951436998 43.0218133891 42.3753801948 43.0828008132 43.334767696 45.0669938963 43.2591191049 43.0332321622 42.8205878231 43.3399188636 41.9527596685 43.488562481 43.571242724 43.7342717085 43.3403836223 41.9276579519 44.0502067107 45.7037584308 43.7186098359 41.4887485604 42.5627265254 42.6898925281 43.6208525071 43.3860803758 42.7710978353 44.3177013882 42.7789186921 42.0839491343 43.9282999212 43.1737575083 43.3863346661 44.5009577289 44.0499864809 43.1461377961 44.5264686219
Nextera-GIAB,41.0170249189 41.343813826 41.0915063152 40.3766287671 40.1096649226 40.2068104054 41.1875955746 43.3357034114 41.0862888957 40.3796868779 41.2747679384 40.6580890955 41.7989821452 41.0102552667 41.1692152304 41.2084474004 40.465934315 40.3981578332 41.4288124079 39.6654558927 42.5502809133 41.6703049357 41.0903389635 41.7377134439 41.743880749 40.4309844531 40.8693480844 41.1253088199 41.6108045976 40.7652371419 41.1499769158 41.6833475756 42.0219101068 39.9201983896 40.7057749568 41.0734255548 41.3426592189 40.7179670053 39.3650618619 41.82867057 42.5851501882 41.3949229751 39.3865021718 40.2558210444 41.2041327711 40.2046433682 41.3345675809 40.3513994836 41.0103662122 41.2110139932 40.1195007289 41.0670459077 40.8449232675 40.5509392237 40.458545073 41.2333107279 40.7716178743 41.132232083
Nextera-GIAB,43.4093424127 44.9638962983 43.409315117 43.7169404189 42.5719273626 42.372187252 43.6525181211 45.0760586449 44.0510991769 42.9205161372 44.3223705775 44.1078395995 43.355497016 44.6933558357 43.8812716952 44.6740988272 42.7827511345 43.644893028 44.6579823244 42.1053703342 44.0673195154 44.2076100258 43.3766217313 44.4105609144 43.2868414861 43.2569065057 44.3942080638 44.4253688686 45.5113645437 43.8871469275 43.3675562931 44.273885428 43.8469931887 42.964234735 43.7352435081 44.0328554075 44.2256219521 43.3340515019 42.1751392015 43.7694736927 45.49058835 44.5077687096 42.2663084865 42.9765149898 43.1639141624 44.6205849176 44.0604606038 42.9354230821 44.3940198768 43.8116165581 42.9960088325 44.7673798488 43.8412888828 43.0591055658 42.9881418177 45.1219929008 44.1191202239 43.5584685682
NexteraCap-0720ME25,41.725197423 43.5081807748 42.2043287731 42.5387432549 42.2938999171 41.7052482349 42.5940284881 44.5813503682 43.0742736893 42.5515559616 42.4686952137 42.9760989465 44.170307701 43.8051861754 42.4486146831 42.2915774487 42.1353409437 41.7320745293 43.1637927627 41.7500542596 42.7398937644 43.899591446 43.4816582277 44.1723183539 42.8020761457 42.057960189 43.6207603026 43.9291085372 43.2684408197 42.9197118769 46.9287449199 46.6474080381 42.0212090762 42.1256810406 42.6456289383 43.984063575 43.4952389773 42.397506268 42.0121686382 42.7103522915 44.7358770389 46.8794207006 41.8724650185 42.2597856037 43.0118880653 43.8164255654 43.3400061406 43.0029989058 43.0485850262 42.5555682929 44.3445694914 43.9824355742 42.9486788899 44.0335483283 44.6614902448 43.6706751405 42.8730251699 42.5748999964
NexteraCap-0720ME25,44.7466816284 48.0542602436 44.9902258063 43.1665490715 43.7378655489 42.3376381446 44.8985224682 48.0306259517 45.8902536094 43.5080689781 44.9087254902 46.069673479 44.7328796102 42.999927089 41.5484470471 47.480512059 44.1488820503 45.6600362513 45.2478395751 43.7500383653 40.1585935631 45.9715415059 46.1002877796 47.6431838847 43.8011405569 42.8455456269 47.2915169661 41.6131386631 43.5065162215 45.1745770974 44.92905153 48.2966353678 47.8148786089 43.2936938879 44.3645087236 44.4423904302 43.8166275969 36.5586917563 42.2003248376 45.9616653455 45.7347922524 48.8216389579 44.0314619322 42.6985946002 42.0079090387 43.2096811312 46.9989798672 45.4502249385 44.5793420198 44.1372119383 43.6640153915 47.7077858372 49.516299873 43.8909843027 46.590913683 45.762614419 44.7274873036 51.5221062783
NexteraCap-0720ME25,42.5146869129 43.2149542028 42.8455137683 42.2573247327 42.6229958695 41.5771092189 43.3801799887 43.7813993184 42.3543144002 42.4699243179 42.8218030747 43.5410695639 44.079532667 42.9034897565 43.1790655919 42.900618161 42.2250019453 42.4792670355 42.9077277594 41.5933416483 44.419552224 43.9495143493 44.1640082478 43.8230795003 43.0801431984 42.2913343478 43.490718027 43.3339101962 43.6262346927 43.622211871 45.4442163178 49.9730342835 43.590340304 42.3806595896 42.5637007928 45.3000334632 43.3065487783 42.1426163695 42.4658540843 43.9272309621 43.3878838857 45.9471094241 42.1715158858 42.4071012811 42.8255455725 43.9309800769 43.3788251115 42.9496458112 43.2431067417 43.1622281069 44.5369283503 43.5799991437 42.8761725931 44.5879322722 44.7750130555 43.2888979847 43.2438837492 42.5429038272
NexteraCap-0720ME25,41.9446791494 42.6941745409 41.614899518 41.8708807654 42.2630544779 41.4583757815 42.4546066148 42.6380290054 41.5471452171 41.2896218801 41.9161353315 41.3602593834 44.4018299206 42.4081298174 41.6258197305 42.5764344511 41.7805031839 40.9117886994 42.1977117182 41.1222030065 42.5766048692 43.3177146001 42.9670656141 41.3253839331 42.0405970858 41.1071956982 41.8802377214 41.8060487783 42.7759769287 42.4721779276 44.7911685111 48.2091636161 42.7947080733 42.0286511441 42.0634767097 42.565312134 42.4700540108 41.8863618358 41.9730112455 42.7016228129 43.4012666695 43.7459307116 41.3175126767 42.0974462157 42.4655690846 42.3971125326 42.7140812259 42.1170390819 42.0044865354 42.2916935471 43.5517694492 41.3225180757 42.3162158502 42.8685071264 44.1679603062 42.5488322027 41.6236679454 41.7044034855
NexteraCap-110465,41.3962509211 42.3839451884 41.9527661208 42.0799428845 41.4130189809 41.1109762793 42.4728038283 43.5979523583 41.94781075 41.1786764908 41.7145119607 42.6898135423 43.0452588157 42.9339061847 41.5060627266 41.7860689967 40.8653863539 41.0232106256 41.7700237613 41.1989748113 42.6168830726 43.9025765639 42.5809313108 43.1895212613 41.8510720148 41.7362234119 42.1493040662 43.2047810755 42.8017970831 42.3590089494 45.8050621973 47.287529918 41.3834059168 41.4476922539 42.3219926925 43.9979225661 42.2442591796 42.6173272724 41.1377882826 42.1697830063 43.3630165628 45.5360672654 40.9358456848 41.9967319018 42.4819025816 42.4625117571 42.3062295892 42.4156777293 42.5640768095 41.5357120133 43.4943716945 43.0749172238 41.9290495164 42.9609585663 45.5240307585 42.5407002046 42.0238829388 42.4595278785
NexteraCap-110465,42.6459779435 43.2167117407 42.5949926804 42.4778211369 43.3209445667 41.4251280043 43.515597 43.3942772475 42.3385355264 42.0121292193 42.774329551 43.0466292256 45.038781708 42.6730190514 42.7913665289 43.7728448204 42.7701451904 42.6314766735 43.077785877 41.7263627729 43.2440867738 44.2034175025 44.0809576333 44.2757170094 42.9313846214 42.5432174237 43.1477441523 43.1474971158 43.5322017198 43.2453266795 46.3514460509 48.9824955797 43.6434761702 42.3657487963 43.2836299526 44.0114413574 43.2095366809 42.5058539626 42.7650924807 43.925938754 42.9827754764 48.0037918346 41.9013016229 42.6392482458 43.1726071703 43.7601203434 43.4287770398 43.1790567237 43.2389002934 43.1259781961 44.3710484483 43.6538546239 42.7770179583 44.7084157538 45.4536149847 43.5298190564 42.7211189691 43.8914200957
NexteraCap-110465,42.5728837353 41.3907225204 43.7508673303 42.9979997409 42.5183095493 41.9953687125 44.3053712304 45.0512735657 43.3958631813 42.4844087163 40.0174701729 42.2438512603 43.8782076401 40.6156445053 47.7637559058 44.3851575829 43.8660107581 44.3552397272 43.3020071588 43.0169844841 45.9866703025 44.9355165653 43.9531865635 45.4219426176 43.1423035167 41.5715900241 44.9434021876 42.6784776903 43.6875333571 43.5968947692 44.2002793521 48.8615545123 46.6027744026 41.6294299959 42.9781913442 45.1888546658 43.3742814225 36.3980694981 41.38504007 43.9435460197 44.8298324684 50.3781985871 44.7613879505 43.5589262186 43.376745736 40.1281086513 42.7132974858 44.322122719 42.5015630138 42.5111665822 42.206999867 44.1699013697 44.0096391172 46.4862302562 46.2642143366 43.3131308735 43.7347011191 43.7146618794
NexteraCap-110465,40.8178508593 40.8137050614 40.8278075012 40.6543251143 40.9271831229 40.4429201346 41.3643215955 42.5634166318 40.4924466599 40.4912270185 40.3222777257 41.0063965111 42.5426690056 40.2358300713 41.0391636022 41.7866505189 41.0457213147 39.87966653 41.2678879558 40.2488794819 40.9116683102 42.0015203709 40.8770288189 40.7388442132 41.002469782 40.4564326386 40.9115590102 40.9568139946 42.091413887 41.2341311271 44.0406730536 51.5704210327 41.7161447019 41.194851047 41.5346882706 41.623099848 41.4875920192 40.6991000299 40.3354408839 41.6174546084 42.0853157019 44.9435693844 40.5812083145 40.4935276624 41.7871483999 41.0518452555 40.9037974112 41.344445786 41.1158268709 41.0285373239 42.5689188967 40.8342356925 41.1187183119 42.4318142496 43.4544766571 41.5612287296 40.4461770976 40.5459721906
NexteraCap-1501199,43.3025933239 43.7431796152 43.5331228069 43.7238790547 43.7758379951 42.6213739855 44.0564861786 44.4927315751 43.2589336697 42.7729890776 44.1670149461 44.2357680979 45.2358120297 44.1535389683 44.0669774125 43.657212046 43.3538468902 43.2395439951 44.0786069502 42.5417590287 45.7459586539 45.6006755319 44.6498533155 44.1572434159 43.7961476662 43.4180574711 44.2541414349 44.3014043668 44.6241036955 44.3375069078 46.9317792006 48.2412285319 44.4240373765 43.5900468525 44.6532636013 45.7077423337 44.4944199542 42.5910495601 43.1794153836 44.9243369778 45.6875058167 48.3367732598 43.189106917 43.7989983537 44.8981071631 44.7381704564 44.5688349286 44.0594613414 43.9360273899 43.8949385573 45.4267198197 44.5910085501 43.9908981092 45.0808414283 45.9366228445 45.157007494 43.8923431932 43.6695322987
NexteraCap-1501199,43.5555156536 43.5598386887 43.3843631364 42.8402523652 43.1654758978 42.8415260805 43.7785051257 45.3333561068 43.608499558 42.8091474852 43.766205045 43.4088656995 45.589860369 44.2638901223 43.2766152196 44.2456916859 43.1497512414 42.2486805431 43.9902104607 42.612963356 44.5043503 44.7724690305 44.6926750368 44.2646731307 43.5558465552 42.6760782015 43.8501151218 42.5737872624 43.4941780316 43.966250134 47.0582361982 51.5365009292 44.6199713855 43.5532557753 44.0155577316 46.0223917707 44.0727488591 43.4798391145 42.9325711686 44.0742978847 45.5671153112 48.5680880185 42.7014797653 43.2254604812 43.5047164804 44.0703083585 44.0872731013 44.0579532852 43.6262189702 43.2801643458 44.5733539304 43.2257566684 43.7955712371 44.4603150808 45.5700391123 44.7429298254 43.2315745718 43.7330538584
NexteraCap-1501199,42.8753302978 44.8593290109 43.4341509168 42.9917714532 44.7877890574 42.2093503866 45.0003595729 45.9556395125 42.8843972087 42.8134957502 45.0919951036 47.1318288363 45.8276566585 44.4767333262 41.7525491537 44.0863417927 44.4182074127 42.7214181917 43.7703317805 41.4573044281 44.1070297776 43.8142518834 43.3364376676 46.0690507271 43.5554856322 43.7466551336 42.7691898241 45.1019798058 44.0758375222 43.7143120329 48.4668039388 47.2051723924 42.3283760716 43.6418459128 42.4450184332 44.2728777259 44.6714188219 48.3994575045 43.3867795105 45.0781613631 45.5045525224 47.3481761445 44.7582087445 43.3854390233 43.0631130798 46.8029325841 43.5582239117 43.3072408707 42.2543400633 43.0125530034 45.0969399707 45.8363668292 44.1751948379 45.6024814992 47.0647954915 43.0439972653 43.8233791267 44.748858597
NexteraCap-1501199,42.42862313 41.398276496 41.6810700865 41.8740143425 42.9805719736 41.298297217 42.7463770713 43.5690037643 42.4010363877 41.3315936499 41.9098820965 42.4603861731 43.6317698165 42.7217185445 42.5460669662 42.1338118046 42.4619798221 41.7738045832 42.5613780782 41.3786420392 42.9519734294 44.0615620902 43.1408996245 42.9712486088 42.2392072691 41.7143459892 42.9178296568 43.1192572399 43.1504370092 42.7366146553 45.7686228076 47.2756007762 43.0471776188 42.0429157271 42.2105875241 43.7680720565 42.9147714852 41.5992581468 42.1537333913 42.2745002334 44.8365268258 43.0363943031 41.8914334526 41.629670834 43.059410471 44.5887921596 42.3340528707 43.2695165408 42.4517031875 42.0677832357 42.7030780584 43.1224178339 42.2954799992 43.8044437967 45.0875291358 43.2784423604 42.5971285086 42.0063072062
NexteraCap-GIAB,45.0941059233 43.7648861445 42.7216764546 41.8418785859 41.2054342149 41.2947594295 44.0692657889 46.8494642336 43.7213016 41.8348039989 43.0483120438 45.6918742608 43.6360332548 42.5362155344 41.8354117653 43.6540336275 42.9984279392 42.0204928612 44.319602725 39.9846825504 42.3987236671 41.510650161 43.9879685341 42.4031142573 43.7471413632 41.5432671893 43.401004318 41.1950617284 43.6714691796 43.0325545851 45.9396081517 50.9132417965 43.2387488 42.5339528142 45.911217295 43.0210246914 42.5478543568 43.0665045396 41.7828630218 43.5940232045 44.1426828041 48.7520124735 43.3944883291 42.1960942079 41.6549600412 43.6802153468 46.050980759 41.6813702148 44.0574942499 43.987257929 42.6700099259 44.6961098264 42.7002980905 43.8819187944 47.4883063938 43.6472319854 41.7157311113 43.1252610644
NexteraCap-GIAB,41.9875605786 42.3703252593 41.8166119475 41.3582716764 41.404997481 41.2282088614 42.5700494393 43.4760346578 41.8760014525 41.1360383899 41.6730084254 41.3812489622 43.3208029963 41.9682032462 41.6711536559 42.5761405565 41.9821590876 41.4746740909 42.3178618271 41.2427719568 43.0487432639 43.5230984426 42.4409243856 41.0166179707 41.9624695515 41.0760050774 41.8381941336 41.9784032675 42.5029180779 42.2289253225 44.5476159011 48.8174086351 42.3333970044 41.8472456563 41.9772977837 43.2762624321 42.1898089697 41.9380050042 41.5782447329 42.6062369885 42.6489999714 45.9209386156 41.1234991342 41.9462213394 42.5257546118 42.2062847028 42.3390214466 42.1462630126 41.7181275337 41.8667716835 43.7339121122 41.368820553 42.2931894332 43.1235714765 44.2284077832 42.6790187624 41.9445878857 42.231793545
NexteraCap-GIAB,42.6235594929 43.7357436413 42.9690461758 42.6261913475 43.0823321599 41.8955619968 43.4175733052 44.7917108213 42.9731497315 42.1513385506 42.508551997 43.8372709044 44.9704431043 43.5695549519 43.6140031039 43.4192921111 43.3092981645 42.8352395287 43.4471507974 42.1683488467 45.061985587 44.674369431 44.2516070321 44.2980007057 43.1244013129 42.4966056114 43.6048853828 43.1487812084 44.2990571796 43.4615350727 47.2963849649 48.384217504 43.8683009573 42.682523611 43.2078475804 45.3326862959 43.4479255419 42.5372690091 42.3220986674 44.2252633581 45.5464452461 49.18788778 42.3118682382 42.9815376515 44.0507427116 44.4619252406 43.7749864132 43.24444002 43.5235382646 43.2219909726 44.6868272463 44.1091311394 43.1578965608 44.1939403496 45.0982417456 44.2681559465 43.1102371152 43.098794114
NexteraCap-GIAB,42.278706908 42.8220293711 42.3262801013 42.020733622 42.1071830099 41.4300896231 43.0854613453 42.9019073108 41.1212208466 41.9876820386 42.2845590927 42.6199215871 42.7601789637 43.182907999 43.1209909257 43.2691993417 42.0165285816 41.7988593372 43.2119973367 41.5514221904 43.8759377002 43.6589779247 43.1251977087 43.0112041394 42.4707593136 42.0745091534 43.1218848106 43.5563987952 43.4175015924 43.0889143187 45.511321518 46.5760965465 42.4585559463 42.1630843135 42.1941184714 44.5091543149 42.928999808 42.042588336 42.4228438493 42.7299907528 44.9112286649 47.0843290213 41.6146330293 41.9554871077 43.3203417974 42.4935030548 42.4376799911 42.757901606 43.0553500225 42.1530395991 43.448927276 43.4750556604 42.7594380141 43.8191248024 44.9677459813 42.815271299 42.5037627099 42.0008728482
Twist-0720ME25,45.5562456956 46.4997227534 45.8217864477 45.4093695335 44.3965197549 43.5198398024 46.1166947903 48.6197113199 45.4953377518 45.2882270148 45.7184013988 45.4005580752 47.8022159223 45.5521598828 46.3844353079 44.7720672392 46.0291775819 45.6534188756 46.9649139239 43.4327744767 47.2952787366 45.9513179862 45.9117633547 46.7458266607 45.9931109194 44.445882767 46.2890071546 44.907494988 47.3282957644 46.1513846151 46.0518054863 45.4768903918 45.3933548733 44.43131386 45.2812702553 45.049348304 45.7090030824 44.9088701034 43.2167893627 46.2338924714 46.555043298 45.6751353902 42.8203072027 43.9905262786 44.8889436861 44.2110672791 45.1484224237 45.1073909821 46.0824147466 45.8833419841 44.423732328 46.8295558073 45.0286231185 46.295413237 46.5203189506 46.8575835815 45.8228015546 48.501310435
Twist-0720ME25,44.6287258221 44.9457457173 45.2313832465 44.7418541309 44.1548626155 42.97976329 45.2300129898 46.9962130463 45.2553083062 44.4501794309 44.4129333029 44.2184582704 45.537422982 43.7762730768 44.709635992 45.4028355019 44.7831568091 44.6613715474 45.7133163469 42.8164938394 46.2445085848 45.0623626131 45.0135360995 44.8040318149 45.3550231245 43.4012624764 45.7818077764 45.2415399708 46.4517753667 44.9356906314 44.5224745501 43.946793859 43.9487610462 43.4792623934 43.2490062182 44.4172796585 44.81171702 43.8391828548 42.5285488261 44.328943972 46.1782972689 45.1336037894 42.6781095932 43.2358669545 44.7937661874 45.3765517932 44.034950241 44.7186754362 45.0085702945 45.0398571149 43.6511096053 45.666250089 43.4125762697 45.8162693924 44.9344655817 45.6039451248 44.8023991839 45.2434396125
Twist-110465,44.8630198238 46.4613683714 45.9477137449 45.3334764721 44.9256513177 43.2006728135 46.1584424871 47.7147752054 45.0176177403 45.3579382683 45.4428911739 44.9938851695 46.1196534298 44.4967757259 44.7282105796 44.9218731232 44.6129917272 45.2880384115 46.340390602 43.4775171582 46.1297260606 45.5813967468 45.3926477677 47.1903698647 45.8826688263 44.462271839 45.3833351836 45.9897750216 47.1353923634 45.7835449368 45.3933707385 43.9602048083 43.5373322181 44.0875405475 44.3344827042 45.6674467726 45.3511526873 44.1437991039 42.9264260842 45.4569453696 45.6003259626 45.4524725148 42.9354617703 44.0414166752 44.6467188235 44.9925032756 44.5022502858 45.2264016109 45.9738876072 45.4288071166 44.7054946115 46.6484038006 44.2653787021 45.6754058329 45.0767403089 46.449989602 45.5323647682 46.1954257538
Twist-110465,43.7363540488 44.1035098553 43.5366774175 43.1057497249 43.0536380178 41.6488443346 44.5421636517 45.3478150766 43.1017019561 43.4176835307 43.3184578106 43.6155479995 44.9963706704 43.3849512327 43.1272599017 45.7294457665 43.4135693888 43.9323241125 44.6445941261 41.6416463982 44.735606 44.2328316568 43.6705776181 45.2030438324 43.9765815576 42.2781335874 43.8363789722 43.9927862523 45.0866445367 43.980643668 43.8706945501 42.3269552885 43.6364721871 42.4377594051 43.3399018058 43.1100445508 43.4840956703 44.1385610204 41.4923884051 43.899517002 45.281671898 43.8702470504 41.3584642814 42.6758132666 43.0044257265 43.0781811759 43.0484386047 42.716831855 43.7572422097 43.7390083109 43.185149431 44.3449502941 43.5760335585 44.8417490045 43.0402420366 45.0498674321 43.4552135622 44.3708377042
